tab 	er_ages
age	age_description	age_sigma	er_citation_names	er_expedition_name	er_location_name	er_timescale_citation_names	magic_method_codes	tiepoint_height	tiepoint_height_sigma	tiepoint_name	tiepoint_type
35.2	95R-3, 82-85 to 95R-3, 106-109 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	894.8	0.12	Deflandrea sp. A sensu Brinkhuis et al., 2003 FO	Dinocyst event
44.8	95R-3, 82-85 to 95R-3, 106-109 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	894.8	0.12	Enneadocysta dictyostila FCO	Dinocyst event
45.8	95R-3, 82-85 to 95R-3, 106-109 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	894.8	0.12	Reticulatosphaera actinocoronata FO	Dinocyst event
45.8	95R-3, 82-85 to 95R-3, 106-109 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	894.8	0.12	Enneadocysta multicornuta FCO	Dinocyst event
45.35	95R-3, 82-85 to 95R-4, 4-7 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	894.87	0.15	Membranophoridium perforatum LO	Dinocyst event
48.4	98R-1, 80-83 to 98R-1, 100-103 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	920.73	0.1	Damassadinium crassimurata LO	Dinocyst event
49	98R-4, 60-63 to 98R-5, 0-3 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	924.36	0.02	Charlesdowniea edwardsii FO	Dinocyst event
49.5	98R-5, 0-3 to 99R-1, 2-5 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	926.9	2.52	Charlesdowniea coleothrypta FO	Dinocyst event
49.427	100R-1, 82 to 102R-1, 60 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-PMAG-POL	949.22	9.3	C22n (o)	magnetic reversal boundary
49.5	99R-2, 40-43 to 99R-2, 120-123 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	931.68	0.4	Cleistosphaeridium diversispinosum FO	Dinocyst event
50.4	99R-3, 40-43 to 99R-3, 80-83 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	932.68	0.2	Wilsonidium ornatum FO	Dinocyst event
48.6	100R-1, 24-27 to 100R-1, 84-87 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	939.64	0.3	Arachnodinium antarcticum FO	Dinocyst event
51.9	100R-1, 24-27 to 100R-1, 84-87 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	939.64	0.3	Membranophoridium perforatum FO	Dinocyst event
48.6	99R-3, 80-83 to 101R-1, 10-12 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	940.92	8	Apectodinium homomorphum LO	Dinocyst event
51.1	101R-1, 10-12 to 101R-1, 40-42 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	949.07	0.15	Palaeocystodinium golzowense LCO	Dinocyst event
51.1	101R-1, 10-12 to 101R-1, 40-42 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	949.07	0.15	Charlesdowniea columna FO	Dinocyst event
51.9	101R-1, 40-42 to 101R-1, 60-62 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	949.3	0.1	Charlesdowniea cf. clathrata FO	Dinocyst event
49.5	101R-1, 80-82 to 101R-1, 100-101 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	949.7	0.1	Damassadinium crassimurata FO	Dinocyst event
51.5	101R-2, 10-12 to 101R-2, 30-32 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	950.5	0.1	Homotryblium tasmaniense FO	Dinocyst event
52.3	101R-2, 70-78 to 101R-2, 90-92 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	951.1	0.1	Wetzeliella samlandica FO	Dinocyst event
52.648	102R-1, 60 to 103R-1, 65 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-PMAG-POL	963.83	4.83	C24n.1n (y)	magnetic reversal boundary
53.004	104R-1, 95 to 104R-1, 100 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-PMAG-POL	978.58	0.02	C24n.1n (o)	magnetic reversal boundary
53.286	104R-6, 65 to 105R-1, 10 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-PMAG-POL	986.33	0.97	C24n.3n (y)	magnetic reversal boundary
53.29	104R-6, 70-72 to 105R-1, 5-7 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	986.33	0.92	Dracodinium waipawaense FO	Dinocyst event
53.29	105R-3, 120-121 to 105R-4, 0-2 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	991.42	0.09	Eisenackia circumtabulata LO	Dinocyst event
53.55	105R-6, 5-7 to 105R-6, 25-27 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	994.15	0.1	Schematophora obscura FO	Dinocyst event
53.808	106R-1, 95 to 106R-1, 100 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-PMAG-POL	997.78	0.02	C24n.3n (o)	magnetic reversal boundary
54.74	106R-3, 45-48 to 106R-3, 55-58 ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	999.79	0.05	Samlandia delicata FO	Dinocyst event
51.7	106R-CC to 106R-CC ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	999.98	0	Acarinina wilcoxensis LO	Foraminiferal event
53.9	106R-CC to Base of Hole ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	999.98	0.11	Impagidinium cassiculum FO	Dinocyst event
55.55	106R-CC to 106R-CC ; Depth scale in mbsf.		This study	318	U1356A	Gradstein et al. 2004 : This study	GM-FOSSIL	999.98	0	Acarinina wilcoxensis FO	Foraminiferal event
0.535	1H-1, 2 to 1H-CC ; Depth scale in mbsf.	0.035	This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	0.35	0.33	Actinocyclus ingens LO	Diatom event
0.6	2H-CC to 3H-CC ; Depth scale in mbsf.		This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	14.43	4.89	Antarctissa cylindrica LO	Radiolarian event
0.675	1H-CC to 2H-CC ; Depth scale in mbsf.	0.035	This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	5.11	4.44	Thalassiosira elliptipora LO	Diatom event
0.781	3H-5, 10 to 3H-5, 15 ; Depth scale in mbsf.		This study	318	U1359A	Gradstein et al. 2004 : This study	GM-PMAG-POL	16.23	0.03	C1n (o)	magnetic reversal boundary
0.8	3H-CC to 4H-CC ; Depth scale in mbsf.		This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	23.94	4.62	Pterocanium charybdenum trilobum LO	Radiolarian event
0.988	4H-3, 40 to 4H-3, 45 ; Depth scale in mbsf.		This study	318	U1359A	Gradstein et al. 2004 : This study	GM-PMAG-POL	23.03	0.03	C1r.1n (y)	magnetic reversal boundary
1.072	4H-4, 44 to 4H-4, 61 ; Depth scale in mbsf.		This study	318	U1359A	Gradstein et al. 2004 : This study	GM-PMAG-POL	24.63	0.09	C1r.1n (o)	magnetic reversal boundary
1.24	3H-CC to 5H-CC ; Depth scale in mbsf.	0.05	This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	24.33	5.01	Fragilariopsis barronii LO	Diatom event
1.495	3H-CC to 6H-2, 132. 5cm ; Depth scale in mbsf.	0.015	This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	30.37	11.05	Rouxia antarctica LO	Diatom event
1.9	5H-CC to 6H-CC ; Depth scale in mbsf.		This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	38.54	9.2	Eucyrtidium calvertense LO	Radiolarian event
2.148	6H-1, 140 to 6H-2, 10 ; Depth scale in mbsf.	0.11	This study	318	U1359A	Gradstein et al. 2004 : This study	GM-PMAG-POL	40.1	0.1	C2r.1n (o)	magnetic reversal boundary
2.16	4H-CC to 6H-2, 132. 5cm ; Depth scale in mbsf.	0.02	This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	34.99	6.43	Actinocyclus fasciculatus LO	Diatom event
2.195	5H-CC to 6H-CC ; Depth scale in mbsf.		This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	38.54	9.2	Fragilariopsis kerguelensis LO	Diatom event
2.3	5H-CC to 6H-CC ; Depth scale in mbsf.		This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	38.54	9.2	Helotholus veme LO	Radiolarian event
2.3	5H-CC to 6H-CC ; Depth scale in mbsf.	0.025	This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	38.54	9.2	Desmospyris spongiosa LO	Radiolarian event
2.581	6H-4, 95 to 6H-5, 100 ; Depth scale in mbsf.		This study	318	U1359A	Gradstein et al. 2004 : This study	GM-PMAG-POL	44.38	0.33	C2An.1n (y)	magnetic reversal boundary
2.6	5H-CC to 6H-CC ; Depth scale in mbsf.	0.07	This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	38.54	9.2	Cycladophora davisiana FO	Radiolarian event
2.581	6H-4, 95 to 6H-5, 100 ; Depth scale in mbsf.		This study	318	U1359A	Gradstein et al. 2004 : This study	GM-PMAG-POL	44.38	0.33	C2An.1r (y)	magnetic reversal boundary
3.207	8H-5, 50 to 8H-5, 135 ; Depth scale in mbsf.	0.03	This study	318	U1359A	Gradstein et al. 2004 : This study	GM-PMAG-POL	64.53	0.43	C2An.2n (o)	magnetic reversal boundary
3.33	9H-2, 25 to 9H-2, 30 ; Depth scale in mbsf.	0.11	This study	318	U1359A	Gradstein et al. 2004 : This study	GM-PMAG-POL	68.88	0.03	C2An.3n (y)	magnetic reversal boundary
3.596	9H-2, 115 to 9H-2, 120 ; Depth scale in mbsf.		This study	318	U1359A	Gradstein et al. 2004 : This study	GM-PMAG-POL	69.78	0.02	C2An.3n (o)	magnetic reversal boundary
4.2	8H-CC to 12H-CC ; Depth scale in mbsf.		This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	85.75	19.15	Helotholus veme FO	Radiolarian event
4.2	8H-CC to 12H-CC ; Depth scale in mbsf.	0.12	This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	85.75	19.15	Eucyrtidium pseudoninflatum LO	Radiolarian event
4.4	13H-3, 90 to 13H-5, 30 ; Depth scale in mbsf.	0.045	This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	110.2	1.2	Fragilariopsis barronii FO	Diatom event
4.555	16H-CC to 17H-CC ; Depth scale in mbsf.	0.035	This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	140.62	4.82	Fragilariopsis clementia LO	Diatom event
4.675	17H-CC to 18H-CC ; Depth scale in mbsf.		This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	149.7	4.27	Thalassiosira complicata FO	Diatom event
4.74	19X-CC to 21X-CC ; Depth scale in mbsf.	0.075	This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	171.98	10.1	Thalassiosira inura FO	Diatom event
4.875	21X-CC to 22X-CC ; Depth scale in mbsf.		This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	186.17	4.1	Shionodiscus oestrupii FO	Diatom event
5	12H-CC to 12H-CC ; Depth scale in mbsf.		This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	104.89	0	TC Lychnocanium grande LCO	Radiolarian event
9.1	22X-CC to 22X-CC ; Depth scale in mbsf.		This study	318	U1359A	Gradstein et al. 2004 : This study	GM-FOSSIL	190.26	0	Cycladophora spongothrax LO	Radiolarian event
0.6	5H-CC to 5H-CC ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	41.55	0	Antarctissa cylindrica LO	Radiolarian event
0.988	3H-2, 1 to 3H-2, 18 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-PMAG-POL	18.8	0.08	C1r.1n (y)	magnetic reversal boundary
1.072	3H-7, 20 to 4H-1, 120 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-PMAG-POL	27.2	0.7	C1r.1n (o)	magnetic reversal boundary
1.9	5H-CC to 7H-CC ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	52.47	10.92	Eucyrtidium calvertense LO	Radiolarian event
2.128	5H, 2. 20 to 5H-2, 25 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-PMAG-POL	37.93	0.03	C2r.1n (y)	magnetic reversal boundary
2.148	5H-2, 45 to 5H-2, 50 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-PMAG-POL	38.18	0.03	C2r.1n (o)	magnetic reversal boundary
2.17	5H-2, 131 to 5H-2, 131 ; Depth scale in mbsf.	0.015	This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	39.01	0	Thalassiosira vulnifica LO	Diatom event
2.3	5H-CC to 7H-CC ; Depth scale in mbsf.	0.025	This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	52.47	10.92	Desmospyris spongiosa LO	Radiolarian event
