tab 	pmag_specimens
direction_type	er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_Z	specimen_b	specimen_b_beta	specimen_b_sigma	specimen_correction	specimen_dang	specimen_dec	specimen_description	specimen_direction_type	specimen_drat	specimen_drats	specimen_f	specimen_fvds	specimen_gamma	specimen_grade	specimen_inc	specimen_int	specimen_int_mad	specimen_int_n	specimen_int_ptrm_n	specimen_lab_field_dc	specimen_md	specimen_q	specimen_rsc	specimen_tilt_correction
l	unknown	This study	238	0238x551xxx	0238x	0238x551xxx1	0238x551xxx1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.980e+02	6.230e+02	K	-1.0	-0.830	0.046	0.038	u	1.3	211.3		l	21.4	21.6	0.653	0.433	2.9		2.1	4.1520e-05	8.7	8	9	5.000e-05	-1	11.8	0.9876	-1
l	unknown	This study	238	0238x551xxx	0238x	0238x551xxx3	0238x551xxx3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.980e+02	5.230e+02	K	-1.0	-0.910	0.052	0.047	u	5.3	240.7		l	20.2	21.3	0.820	0.478	3.3		-7.2	4.5521e-05	6.6	12	8	5.000e-05	-1	13.9	0.9733	-1
l	unknown	This study	238	0238x552xxx	0238x	0238x552xxx1	0238x552xxx1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	8.580e+02	3.730e+02	K	-1.0	-0.458	0.049	0.023	u	1.0	124.5		l	3.1	1.1	0.993	0.561	3.6		-4.8	2.2889e-05	7.8	20	9	5.000e-05	-1	16.6	0.9568	-1
l	unknown	This study	238	0238x552xxx	0238x	0238x552xxx2	0238x552xxx2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	8.580e+02	3.730e+02	K	-1.0	-0.434	0.031	0.013	u	1.5	204.8		l	3.9	5.1	0.995	0.589	3.9		-8.2	2.1709e-05	8.6	19	8	5.000e-05	-1	26.6	0.9838	-1
l	unknown	This study	238	0238x562049	0238x	0238x5620492	0238x5620492:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	8.230e+02	3.730e+02	K	-1.0	-0.381	0.044	0.017	u	0.4	65.5		l	10.2	13.6	1.000	0.744	8.1		-68.1	1.9073e-05	5.5	19	9	5.000e-05	-1	20.4	0.9679	-1
l	unknown	This study	238	0238x562049	0238x	0238x5620493	0238x5620493:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.980e+02	3.730e+02	K	-1.0	-0.448	0.041	0.018	u	1.1	12.7		l	15.2	20.8	0.864	0.656	2.0		-14.4	2.2422e-05	6.5	17	8	5.000e-05	-1	19.4	0.9755	-1
l	unknown	This study	238	0238x563026	0238x	0238x5630261	0238x5630261:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	4.730e+02	K	-1.0	-0.181	0.024	0.004	u	11.2	63.9		l	7.8	11.2	0.776	0.424	2.9		2.5	9.0523e-06	11.6	13	9	5.000e-05	-1	28.8	0.9935	-1
l	unknown	This study	238	0238x572106	0238x	0238x5721061	0238x5721061:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	7.730e+02	3.730e+02	K	0.0	-0.232	0.019	0.004	u	1.8	163.4		l	1.1	2.0	0.983	0.899	1.3		-73.6	9.2991e-06	1.6	15	8	4.000e-05	5	46.5	0.9952	-1
l	unknown	This study	238	0238x572106	0238x	0238x5721062	0238x5721062:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	7.730e+02	3.730e+02	K	0.0	-0.223	0.017	0.004	u	2.9	112.8		l	1.4	0.8	0.958	0.743	2.0		-60.0	8.9170e-06	2.9	15	8	4.000e-05	4	50.7	0.9963	-1
l	unknown	This study	238	0238x572106	0238x	0238x5721063	0238x5721063:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	pmagpy-2.141	7.980e+02	5.480e+02	K	1.2	-0.227	0.015	0.003	u	5.1	119.4		l	5.2	3.2	0.863	0.534	1.2		-7.2	9.0777e-06	7.6	11	8	4.000e-05	4	51.8	0.9980	-1
l	unknown	This study	238	0238x582104	0238x	0238x5821041	0238x5821041:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	7.980e+02	4.230e+02	K	-1.0	-0.206	0.041	0.009	u	0.9	82.8		l	11.1	1.4	0.876	0.432	0.4		43.8	8.2373e-06	10.6	15	8	4.000e-05	-1	19.0	0.9778	-1
l	unknown	This study	238	0238x582104	0238x	0238x5821044	0238x5821044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-FTEST:IE-TT	pmagpy-2.141	7.980e+02	3.730e+02	K	1.6	-0.179	0.035	0.006	u	4.7	132.8		l	7.4	24.8	0.884	0.441	2.4		-19.6	7.1440e-06	6.1	16	8	4.000e-05	1	23.0	0.9832	-1
l	unknown	This study	238	0238x582104	0238x	0238x5821045	0238x5821045:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	0.0	-0.195	0.079	0.015	u	4.4	203.0		l	12.2	29.8	0.807	0.396	1.4		-65.1	7.8177e-06	2.7	11	8	4.000e-05	3	8.3	0.9448	-1
l	unknown	This study	238	0238x582104	0238x	0238x5821046	0238x5821046:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	0.0	-0.212	0.062	0.013	u	1.6	293.4		l	10.3	26.4	0.839	0.438	2.0		37.1	8.4923e-06	4.9	11	8	4.000e-05	1	11.3	0.9662	-1
l	unknown	This study	238	0238x592077	0238x	0238x5920771	0238x5920771:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	5.980e+02	K	-1.0	-0.208	0.045	0.009	u	5.7	237.3		l	2.2	1.9	0.674	0.455	1.5		-51.7	1.0407e-05	7.2	8	7	5.000e-05	-1	12.7	0.9879	-1
l	unknown	This study	238	0238x601104	0238x	0238x6011041	0238x6011041:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	5.730e+02	K	-1.0	-0.170	0.037	0.006	u	6.7	222.2		l	3.4	1.4	0.724	0.460	1.5		-16.9	8.4756e-06	7.2	9	8	5.000e-05	-1	16.7	0.9903	-1
l	unknown	This study	238	0238x601104	0238x	0238x6011042	0238x6011042:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	4.980e+02	K	-1.0	-0.217	0.023	0.005	u	0.5	56.5		l	2.9	4.4	0.836	0.395	2.9		-17.9	1.0859e-05	12.1	12	7	5.000e-05	-1	32.3	0.9949	-1
l	unknown	This study	238	0238x601104	0238x	0238x6011043	0238x6011043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	7.730e+02	5.230e+02	K	0.0	-0.230	0.007	0.002	u	12.7	256.0		l	2.5	4.6	0.854	0.543	1.3		-16.0	9.1895e-06	10.5	11	8	4.000e-05	1	107.8	0.9996	-1
l	unknown	This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	7.980e+02	3.730e+02	K	0.0	-0.212	0.034	0.007	u	0.3	244.9		l	2.3	2.2	0.892	0.737	1.3		86.7	8.4679e-06	5.9	16	8	4.000e-05	6	22.8	0.9840	-1
l	unknown	This study	238	0238x602131	0238x	0238x6021311	0238x6021311:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.980e+02	5.730e+02	K	-1.0	-0.190	0.029	0.006	u	9.3	274.9		l	10.6	8.9	0.772	0.422	1.1		-10.6	9.5033e-06	6.8	10	9	5.000e-05	-1	23.5	0.9932	-1
l	unknown	This study	238	0238x602131	0238x	0238x6021312	0238x6021312:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	5.480e+02	K	-1.0	-0.213	0.037	0.008	u	6.1	66.0		l	7.5	5.3	0.433	0.250	1.9		22.3	1.0650e-05	13.6	7	8	5.000e-05	-1	9.6	0.9931	-1
l	unknown	This study	238	0238x604057	0238x	0238x6040573	0238x6040573:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	7.980e+02	3.730e+02	K	0.0	-0.223	0.030	0.007	u	9.0	334.2		l	9.7	8.7	0.940	0.726	0.9		-56.1	8.9087e-06	4.4	16	8	4.000e-05	5	28.6	0.9875	-1
l	unknown	This study	238	0238x604057	0238x	0238x6040574	0238x6040574:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	7.730e+02	3.730e+02	K	0.0	-0.215	0.018	0.004	u	12.1	342.2		l	2.1	1.2	0.882	0.655	2.5		-47.8	8.5941e-06	6.3	15	8	4.000e-05	3	44.6	0.9958	-1
l	unknown	This study	238	0238x604057	0238x	0238x6040575	0238x6040575:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	8.230e+02	3.730e+02	K	0.0	-0.176	0.037	0.006	u	5.3	315.5		l	7.1	7.1	0.969	0.748	2.2		61.8	7.0450e-06	5.0	17	8	4.000e-05	6	23.7	0.9798	-1
l	unknown	This study	322	0322x12c000	0322x	0322x12c0001	0322x12c0001:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	3.730e+02	K	-1.0	-0.810	0.025	0.020	u	2.9	238.0		l	2.8	7.6	0.878	0.828	3.4		46.6	2.4313e-05	2.8	11	6	3.000e-05	-1	30.6	0.9946	-1
l	unknown	This study	322	0322x12c000	0322x	0322x12c0002	0322x12c0002:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	8.230e+02	3.730e+02	K	-1.0	-0.842	0.027	0.022	u	2.8	343.8		l	5.6	3.4	0.949	0.851	1.6		71.4	2.5261e-05	3.7	15	7	3.000e-05	-1	32.0	0.9908	-1
l	unknown	This study	322	0322x13c000	0322x	0322x13c0001	0322x13c0001:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.980e+02	3.730e+02	K	-1.0	-1.109	0.051	0.056	u	4.9	309.9		l	7.3	11.5	0.966	0.765	2.0		-55.7	3.3278e-05	3.2	14	6	3.000e-05	-1	16.1	0.9695	-1
l	unknown	This study	322	0322x13c000	0322x	0322x13c0002	0322x13c0002:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	-1.0	-0.907	0.051	0.046	u	6.7	129.2		l	13.2	27.9	0.731	0.625	4.1		-40.8	2.7213e-05	4.9	9	4	3.000e-05	-1	11.2	0.9818	-1
l	unknown	This study	332	0332a071000	0332a	0332a0710001	0332a0710001:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	4.230e+02	K	-1.0	-1.246	0.226	0.281	u	35.0	314.4		l	84.9	0.2	0.468	0.087	26.9		-26.6	3.7392e-05	34.6	12	4	3.000e-05	-1	-2.8	0.5553	-1
l	unknown	This study	332	0332a071000	0332a	0332a0710002	0332a0710002:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	5.730e+02	3.730e+02	K	-1.0	-1.102	0.289	0.319	u	46.2	121.0		l	20.8	16.3	0.438	0.210	10.0		-26.1	3.3069e-05	17.6	5	2	3.000e-05	-1	1.1	0.7644	-1
l	unknown	This study	332	0332a081p07	0332a	0332a081p072	0332a081p072:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	3.730e+02	K	-1.0	-1.186	0.027	0.032	u	1.7	147.8		l	13.9	17.7	0.935	0.852	2.2		52.1	3.5594e-05	5.7	11	5	3.000e-05	-1	30.2	0.9935	-1
l	unknown	This study	332	0332a151p02	0332a	0332a151p021	0332a151p021:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	5.730e+02	K	-1.0	-0.547	0.112	0.061	u	10.3	12.1		l	14.3	9.2	0.379	0.270	1.5		40.7	1.6420e-05	7.7	7	5	3.000e-05	-1	2.6	0.9384	-1
l	unknown	This study	332	0332a151p02	0332a	0332a151p022	0332a151p022:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	-1.0	-1.682	0.119	0.201	u	8.0	30.6		l	17.3	15.8	0.645	0.481	5.3		-3.3	5.0452e-05	9.7	9	4	3.000e-05	-1	4.6	0.9027	-1
l	unknown	This study	332	0332a181000	0332a	0332a1810001	0332a1810001:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.980e+02	5.730e+02	K	-1.0	-0.322	0.086	0.028	u	21.7	56.2		l	5.6	14.0	0.597	0.193	2.1		6.1	9.6745e-06	10.3	10	6	3.000e-05	-1	6.0	0.9417	-1
l	unknown	This study	332	0332a181000	0332a	0332a1810002	0332a1810002:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	6.230e+02	K	-1.0	-0.270	0.068	0.018	u	10.4	290.8		l	4.7	6.8	0.564	0.259	3.2		-26.2	8.1111e-06	5.4	7	6	3.000e-05	-1	6.8	0.9771	-1
l	unknown	This study	332	0332a181000	0332a	0332a1810003	0332a1810003:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	-1.0	-0.639	0.064	0.041	u	10.4	62.6		l	16.4	39.5	0.562	0.422	3.7		-39.3	1.9161e-05	10.3	9	4	3.000e-05	-1	7.2	0.9716	-1
l	unknown	This study	332	0332a221p02	0332a	0332a221p021	0332a221p021:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	4.730e+02	K	-1.0	-0.560	0.010	0.005	u	4.5	99.4		l	5.1	4.2	0.795	0.694	3.3		-47.7	1.6787e-05	4.4	9	7	3.000e-05	-1	69.0	0.9993	-1
l	unknown	This study	332	0332a261p05	0332a	0332a261p051	0332a261p051:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	5.730e+02	K	-1.0	-0.173	0.112	0.019	u	14.4	72.7		l	13.9	12.6	0.704	0.222	3.1		-57.6	5.1787e-06	8.9	9	6	3.000e-05	-1	5.4	0.9141	-1
l	unknown	This study	332	0332a261p05	0332a	0332a261p052	0332a261p052:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	3.730e+02	K	-1.0	-0.517	0.034	0.017	u	4.2	97.9		l	11.2	1.0	0.824	0.371	0.4		23.2	1.5518e-05	11.8	11	5	3.000e-05	-1	20.1	0.9898	-1
l	unknown	This study	332	0332a262p03	0332a	0332a262p032	0332a262p032:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	5.230e+02	K	-1.0	-0.339	0.232	0.079	u	19.0	105.3		l	17.2	2.3	0.439	0.065	0.6		-40.2	1.0164e-05	15.4	6	5	3.000e-05	-1	1.4	0.7968	-1
l	unknown	This study	332	0332a262p04	0332a	0332a262p042	0332a262p042:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.230e+02	3.730e+02	K	-1.0	-0.235	0.178	0.042	u	21.7	102.2		l	4.9	3.7	0.460	0.255	2.8		43.1	7.0543e-06	19.2	7	7	3.000e-05	-1	2.1	0.8471	-1
l	unknown	This study	332	0332a291p15	0332a	0332a291p151	0332a291p151:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	3.730e+02	K	-1.0	-0.517	0.159	0.082	u	6.8	90.0		l	20.7	39.4	0.756	0.332	2.7		29.2	1.5506e-05	5.6	11	5	3.000e-05	-1	4.0	0.7859	-1
l	unknown	This study	332	0332a291p15	0332a	0332a291p152	0332a291p152:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	-1.0	-0.449	0.224	0.101	u	11.0	160.9		l	23.8	28.2	0.771	0.483	3.6		-7.0	1.3470e-05	7.5	9	4	3.000e-05	-1	2.8	0.6786	-1
l	unknown	This study	332	0332a401p05	0332a	0332a401p051	0332a401p051:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	4.730e+02	K	-1.0	-0.553	0.252	0.139	u	28.5	276.1		l	22.4	33.0	0.652	0.147	1.0		-34.1	1.6602e-05	23.0	7	5	3.000e-05	-1	2.0	0.7077	-1
l	unknown	This study	332	0332b262p04	0332b	0332b262p041	0332b262p041:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	-1.0	-0.217	0.167	0.036	u	23.4	301.8		l	7.9	6.9	0.686	0.328	2.4		34.2	6.5074e-06	17.6	9	5	3.000e-05	-1	3.4	0.8148	-1
