tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_method_codes	measurement_csd	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
This study	238	0238x601104	0238x	0238x6011043	0238x6011043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.6	238	g	75.9	3.43e-09	1	u	273	0	4e-05	0	90	673
This study	238	0238x601104	0238x	0238x6011043	0238x6011043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.6	239.8	g	80.4	5.1e-09	1	u	273	0	4e-05	0	90	723
This study	238	0238x601104	0238x	0238x6011043	0238x6011043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.6	234.9	g	5.5	7.36e-10	1	u	273	0	0	0	90	723
This study	238	0238x601104	0238x	0238x6011043	0238x6011043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.6	244.1	g	85.2	6.51e-09	1	u	273	0	4e-05	0	90	748
This study	238	0238x601104	0238x	0238x6011043	0238x6011043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.5	232.7	g	22.1	4.62e-10	1	u	273	0	0	0	90	748
This study	238	0238x601104	0238x	0238x6011043	0238x6011043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	1.1	219.9	g	-4.1	1.62e-10	1	u	273	0	0	0	90	773
This study	238	0238x601104	0238x	0238x6011043	0238x6011043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.6	248.9	g	87.7	4.99e-09	1	u	273	0	4e-05	0	90	723
This study	238	0238x601104	0238x	0238x6011043	0238x6011043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.6	220	g	87	7.53e-09	1	u	273	0	4e-05	0	90	773
This study	238	0238x601104	0238x	0238x6011043	0238x6011043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	1.2	226.9	g	18.7	1.84e-10	1	u	273	0	0	0	90	773
This study	238	0238x601104	0238x	0238x6011043	0238x6011043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.6	115.4	g	88.6	8.24e-09	1	u	273	0	4e-05	0	90	798
This study	238	0238x601104	0238x	0238x6011043	0238x6011043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	3.5	207.2	g	42.7	1.03e-10	1	u	273	0	0	0	90	798
This study	238	0238x601104	0238x	0238x6011043	0238x6011043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	4.4	185.7	g	-34.8	4.41e-11	1	u	273	0	0	0	90	823
This study	238	0238x601104	0238x	0238x6011043	0238x6011043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.6	239.4	g	88.9	7.84e-09	1	u	273	0	4e-05	0	90	773
This study	238	0238x601104	0238x	0238x6011043	0238x6011043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.6	285.3	g	88.8	9.48e-09	1	u	273	0	4e-05	0	90	823
This study	238	0238x601104	0238x	0238x6011043	0238x6011043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	2	28	g	-60.6	6.67e-11	1	u	273	0	0	0	90	823
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.9	277.5	g	79.6	1.66e-09	1	u	273	0	0	0	90	273
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	1.1	265.4	g	82.6	1.66e-09	1	u	273	0	4e-05	0	90	373
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.9	277.3	g	81.5	1.69e-09	1	u	273	0	0	0	90	373
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	1.1	265.8	g	82.7	1.72e-09	1	u	273	0	4e-05	0	90	423
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.9	254.2	g	85.6	1.66e-09	1	u	273	0	0	0	90	423
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.9	251.7	g	86.7	1.64e-09	1	u	273	0	0	0	90	473
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	1	253.4	g	86.6	1.7e-09	1	u	273	0	4e-05	0	90	373
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.9	236.6	g	87.3	1.84e-09	1	u	273	0	4e-05	0	90	473
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	1.1	246.9	g	86.8	1.64e-09	1	u	273	0	0	0	90	473
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	1.1	239.3	g	87.6	1.9e-09	1	u	273	0	4e-05	0	90	498
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	1.2	243.3	g	86.6	1.59e-09	1	u	273	0	0	0	90	498
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	1.1	236.4	g	87.8	1.61e-09	1	u	273	0	0	0	90	523
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.8	235.4	g	87.3	1.78e-09	1	u	273	0	4e-05	0	90	473
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	1	224.9	g	87.5	1.97e-09	1	u	273	0	4e-05	0	90	523
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.8	232	g	87.2	1.63e-09	1	u	273	0	0	0	90	523
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.9	216.4	g	87.9	2.16e-09	1	u	273	0	4e-05	0	90	548
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.9	208.9	g	86.3	1.63e-09	1	u	273	0	0	0	90	548
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	1	241.3	g	87.4	1.55e-09	1	u	273	0	0	0	90	573
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.9	217.1	g	87.4	1.91e-09	1	u	273	0	4e-05	0	90	523
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.9	205.4	g	88.1	2.35e-09	1	u	273	0	4e-05	0	90	573
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.9	212.2	g	87.5	1.55e-09	1	u	273	0	0	0	90	573
This study	238	0238x601104	0238x	0238x6011044	0238x6011044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	1	175.5	g	88.1	2.7e-09	1	u	273	0	4e-05	0	90	598
