tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_expedition_name	er_formation_name	er_fossil_name	er_location_name	er_member_name	er_mineral_name	er_sample_name	er_site_name	er_specimen_name	er_synthetic_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_charging_mode	measurement_chi_mass	measurement_chi_qdr_mass	measurement_chi_qdr_volume	measurement_chi_volume	measurement_composite_depth	measurement_core_depth	measurement_csd	measurement_date	measurement_dec	measurement_demagn_code	measurement_description	measurement_elevation	measurement_flag	measurement_freq	measurement_height	measurement_inc	measurement_lab_field_ac	measurement_lab_field_dc	measurement_loop_n	measurement_loop_x	measurement_magn_mass	measurement_magn_moment	measurement_magn_volume	measurement_magnitude	measurement_number	measurement_orient_phi	measurement_orient_theta	measurement_pos_x	measurement_pos_y	measurement_pos_z	measurement_positions	measurement_r2	measurement_sd	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_sweep_rate	measurement_temp	measurement_temp_change	measurement_time_zone	treatment_ac_field	treatment_ac_field_dc_off	treatment_ac_field_dc_on	treatment_ac_field_decay_rate	treatment_dc_field	treatment_dc_field_ac_off	treatment_dc_field_ac_on	treatment_dc_field_decay_rate	treatment_dc_field_phi	treatment_dc_field_theta	treatment_mw_energy	treatment_mw_integral	treatment_mw_power	treatment_mw_time	treatment_temp	treatment_temp_dc_off	treatment_temp_dc_on	treatment_temp_decay_rate
	This study	318			U1356A			318-U1356A-001R-3-W-21	318-U1356A-001R-3-W-21	318-U1356A-001R-3-W-21		318-U1356A-1R-3-W-21-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.00006657							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-001R-3-W-21	318-U1356A-001R-3-W-21	318-U1356A-001R-3-W-21		318-U1356A-1R-3-W-21-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.00006449							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-001R-3-W-21	318-U1356A-001R-3-W-21	318-U1356A-001R-3-W-21		318-U1356A-1R-3-W-21-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.00006433							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-002R-6-W-72	318-U1356A-002R-6-W-72	318-U1356A-002R-6-W-72		318-U1356A-2R-6-W-72-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.00007762							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-002R-6-W-72	318-U1356A-002R-6-W-72	318-U1356A-002R-6-W-72		318-U1356A-2R-6-W-72-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.00007732							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-002R-6-W-72	318-U1356A-002R-6-W-72	318-U1356A-002R-6-W-72		318-U1356A-2R-6-W-72-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.00007663							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-002R-6-W-72	318-U1356A-002R-6-W-72	318-U1356A-002R-6-W-72		318-U1356A-2R-6-W-72-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.00007629							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-002R-6-W-72	318-U1356A-002R-6-W-72	318-U1356A-002R-6-W-72		318-U1356A-2R-6-W-72-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.00007899							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-002R-6-W-72	318-U1356A-002R-6-W-72	318-U1356A-002R-6-W-72		318-U1356A-2R-6-W-72-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.00007831							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-012R-3-W-10	318-U1356A-012R-3-W-10	318-U1356A-012R-3-W-10		318-U1356A-12R-3-W-10-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0004172							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-012R-3-W-10	318-U1356A-012R-3-W-10	318-U1356A-012R-3-W-10		318-U1356A-12R-3-W-10-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0004132							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-012R-3-W-10	318-U1356A-012R-3-W-10	318-U1356A-012R-3-W-10		318-U1356A-12R-3-W-10-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.000408							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-012R-3-W-10	318-U1356A-012R-3-W-10	318-U1356A-012R-3-W-10		318-U1356A-12R-3-W-10-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0004083							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-012R-3-W-10	318-U1356A-012R-3-W-10	318-U1356A-012R-3-W-10		318-U1356A-12R-3-W-10-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0004152							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-013R-2-W-99	318-U1356A-013R-2-W-99	318-U1356A-013R-2-W-99		318-U1356A-13R-2-W-99-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0001526							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-013R-2-W-99	318-U1356A-013R-2-W-99	318-U1356A-013R-2-W-99		318-U1356A-13R-2-W-99-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0001665							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-013R-2-W-99	318-U1356A-013R-2-W-99	318-U1356A-013R-2-W-99		318-U1356A-13R-2-W-99-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0001521							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-013R-2-W-99	318-U1356A-013R-2-W-99	318-U1356A-013R-2-W-99		318-U1356A-13R-2-W-99-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0001559							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-013R-2-W-99	318-U1356A-013R-2-W-99	318-U1356A-013R-2-W-99		318-U1356A-13R-2-W-99-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0001546							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-014R-1-W-103	318-U1356A-014R-1-W-103	318-U1356A-014R-1-W-103		318-U1356A-14R-1-W-103-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0004096							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-014R-1-W-103	318-U1356A-014R-1-W-103	318-U1356A-014R-1-W-103		318-U1356A-14R-1-W-103-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0004124							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-014R-1-W-103	318-U1356A-014R-1-W-103	318-U1356A-014R-1-W-103		318-U1356A-14R-1-W-103-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0004142							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-014R-1-W-103	318-U1356A-014R-1-W-103	318-U1356A-014R-1-W-103		318-U1356A-14R-1-W-103-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0004031							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-014R-1-W-103	318-U1356A-014R-1-W-103	318-U1356A-014R-1-W-103		318-U1356A-14R-1-W-103-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0004139							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-018R-2-W-128	318-U1356A-018R-2-W-128	318-U1356A-018R-2-W-128		318-U1356A-18R-2-W-128-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.000214							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-018R-2-W-128	318-U1356A-018R-2-W-128	318-U1356A-018R-2-W-128		318-U1356A-18R-2-W-128-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002134							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-018R-2-W-128	318-U1356A-018R-2-W-128	318-U1356A-018R-2-W-128		318-U1356A-18R-2-W-128-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002143							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-018R-2-W-128	318-U1356A-018R-2-W-128	318-U1356A-018R-2-W-128		318-U1356A-18R-2-W-128-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002135							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-018R-2-W-128	318-U1356A-018R-2-W-128	318-U1356A-018R-2-W-128		318-U1356A-18R-2-W-128-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002139							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-018R-3-W-19	318-U1356A-018R-3-W-19	318-U1356A-018R-3-W-19		318-U1356A-18R-3-W-19-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.000214							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-018R-3-W-19	318-U1356A-018R-3-W-19	318-U1356A-018R-3-W-19		318-U1356A-18R-3-W-19-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0003464							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-018R-3-W-19	318-U1356A-018R-3-W-19	318-U1356A-018R-3-W-19		318-U1356A-18R-3-W-19-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0004249							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-018R-3-W-19	318-U1356A-018R-3-W-19	318-U1356A-018R-3-W-19		318-U1356A-18R-3-W-19-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0004309							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-018R-3-W-19	318-U1356A-018R-3-W-19	318-U1356A-018R-3-W-19		318-U1356A-18R-3-W-19-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0004709							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-014R-2-W-52	318-U1356A-014R-2-W-52	318-U1356A-014R-2-W-52		318-U1356A-14R-2-W-52-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002895							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-014R-2-W-52	318-U1356A-014R-2-W-52	318-U1356A-014R-2-W-52		318-U1356A-14R-2-W-52-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0003071							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-014R-2-W-52	318-U1356A-014R-2-W-52	318-U1356A-014R-2-W-52		318-U1356A-14R-2-W-52-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002932							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-014R-2-W-52	318-U1356A-014R-2-W-52	318-U1356A-014R-2-W-52		318-U1356A-14R-2-W-52-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002946							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-014R-3-W-137	318-U1356A-014R-3-W-137	318-U1356A-014R-3-W-137		318-U1356A-14R-3-W-137-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002389							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-014R-3-W-137	318-U1356A-014R-3-W-137	318-U1356A-014R-3-W-137		318-U1356A-14R-3-W-137-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.00024							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-014R-3-W-137	318-U1356A-014R-3-W-137	318-U1356A-014R-3-W-137		318-U1356A-14R-3-W-137-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002378							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-014R-3-W-137	318-U1356A-014R-3-W-137	318-U1356A-014R-3-W-137		318-U1356A-14R-3-W-137-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002374							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-014R-2-W-52	318-U1356A-014R-2-W-52	318-U1356A-014R-2-W-52		318-U1356A-14R-2-W-52-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0003071							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-018R-2-W-128	318-U1356A-018R-2-W-128	318-U1356A-018R-2-W-128		318-U1356A-18R-2-W-128-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.000214							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-014R-5-W-18	318-U1356A-014R-5-W-18	318-U1356A-014R-5-W-18		318-U1356A-14R-5-W-18-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0003349							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-014R-5-W-18	318-U1356A-014R-5-W-18	318-U1356A-014R-5-W-18		318-U1356A-14R-5-W-18-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0003478							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-014R-5-W-18	318-U1356A-014R-5-W-18	318-U1356A-014R-5-W-18		318-U1356A-14R-5-W-18-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0003303							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-015R-5-W-38	318-U1356A-015R-5-W-38	318-U1356A-015R-5-W-38		318-U1356A-15R-5-W-38-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.000175							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-015R-5-W-38	318-U1356A-015R-5-W-38	318-U1356A-015R-5-W-38		318-U1356A-15R-5-W-38-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0001731							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-015R-5-W-38	318-U1356A-015R-5-W-38	318-U1356A-015R-5-W-38		318-U1356A-15R-5-W-38-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0001753							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-015R-6-W-56	318-U1356A-015R-6-W-56	318-U1356A-015R-6-W-56		318-U1356A-15R-6-W-56-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0001968							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-015R-6-W-56	318-U1356A-015R-6-W-56	318-U1356A-015R-6-W-56		318-U1356A-15R-6-W-56-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0001933							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-015R-6-W-56	318-U1356A-015R-6-W-56	318-U1356A-015R-6-W-56		318-U1356A-15R-6-W-56-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0001954							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-017R-1-W-118	318-U1356A-017R-1-W-118	318-U1356A-017R-1-W-118		318-U1356A-17R-1-W-118-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0003222							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-017R-1-W-118	318-U1356A-017R-1-W-118	318-U1356A-017R-1-W-118		318-U1356A-17R-1-W-118-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0003191							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-017R-1-W-118	318-U1356A-017R-1-W-118	318-U1356A-017R-1-W-118		318-U1356A-17R-1-W-118-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0003153							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-017R-2-W-123	318-U1356A-017R-2-W-123	318-U1356A-017R-2-W-123		318-U1356A-17R-2-W-123-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0003871							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-017R-2-W-123	318-U1356A-017R-2-W-123	318-U1356A-017R-2-W-123		318-U1356A-17R-2-W-123-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0004049							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-017R-2-W-123	318-U1356A-017R-2-W-123	318-U1356A-017R-2-W-123		318-U1356A-17R-2-W-123-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0003923							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-017R-3-W-70	318-U1356A-017R-3-W-70	318-U1356A-017R-3-W-70		318-U1356A-17R-3-W-70-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0004263							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-017R-3-W-70	318-U1356A-017R-3-W-70	318-U1356A-017R-3-W-70		318-U1356A-17R-3-W-70-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0004246							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-017R-3-W-70	318-U1356A-017R-3-W-70	318-U1356A-017R-3-W-70		318-U1356A-17R-3-W-70-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0004216							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-017R-4-W-85	318-U1356A-017R-4-W-85	318-U1356A-017R-4-W-85		318-U1356A-17R-4-W-85-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002165							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-017R-4-W-85	318-U1356A-017R-4-W-85	318-U1356A-017R-4-W-85		318-U1356A-17R-4-W-85-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002158							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-017R-4-W-85	318-U1356A-017R-4-W-85	318-U1356A-017R-4-W-85		318-U1356A-17R-4-W-85-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002152							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-018R-1-W-118	318-U1356A-018R-1-W-118	318-U1356A-018R-1-W-118		318-U1356A-18R-1-W-118-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0001884							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-018R-1-W-118	318-U1356A-018R-1-W-118	318-U1356A-018R-1-W-118		318-U1356A-18R-1-W-118-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0001913							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-018R-1-W-118	318-U1356A-018R-1-W-118	318-U1356A-018R-1-W-118		318-U1356A-18R-1-W-118-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0001869							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-020R-1-W-70	318-U1356A-020R-1-W-70	318-U1356A-020R-1-W-70		318-U1356A-20R-1-W-70-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002381							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-020R-1-W-70	318-U1356A-020R-1-W-70	318-U1356A-020R-1-W-70		318-U1356A-20R-1-W-70-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002378							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-020R-1-W-70	318-U1356A-020R-1-W-70	318-U1356A-020R-1-W-70		318-U1356A-20R-1-W-70-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002375							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-020R-1-W-70	318-U1356A-020R-1-W-70	318-U1356A-020R-1-W-70		318-U1356A-20R-1-W-70-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002381							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-020R-1-W-70	318-U1356A-020R-1-W-70	318-U1356A-020R-1-W-70		318-U1356A-20R-1-W-70-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002395							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-020R-2-W-36	318-U1356A-020R-2-W-36	318-U1356A-020R-2-W-36		318-U1356A-20R-2-W-36-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002031							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-020R-2-W-36	318-U1356A-020R-2-W-36	318-U1356A-020R-2-W-36		318-U1356A-20R-2-W-36-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002096							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-020R-2-W-36	318-U1356A-020R-2-W-36	318-U1356A-020R-2-W-36		318-U1356A-20R-2-W-36-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002097							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-020R-2-W-36	318-U1356A-020R-2-W-36	318-U1356A-020R-2-W-36		318-U1356A-20R-2-W-36-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002172							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-020R-2-W-36	318-U1356A-020R-2-W-36	318-U1356A-020R-2-W-36		318-U1356A-20R-2-W-36-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002032							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-020R-2-W-36	318-U1356A-020R-2-W-36	318-U1356A-020R-2-W-36		318-U1356A-20R-2-W-36-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0002067							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-022R-1-W-142	318-U1356A-022R-1-W-142	318-U1356A-022R-1-W-142		318-U1356A-22R-1-W-142-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0003593							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-022R-1-W-142	318-U1356A-022R-1-W-142	318-U1356A-022R-1-W-142		318-U1356A-22R-1-W-142-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0003717							Bulk sucsecptibility measurement.		g												1												u																						
	This study	318			U1356A			318-U1356A-022R-1-W-142	318-U1356A-022R-1-W-142	318-U1356A-022R-1-W-142		318-U1356A-22R-1-W-142-LP-AN-MS		LP-X:AE-H:LP-AN-MS						0.0003664							Bulk sucsecptibility measurement.		g												1												u																						
