tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	er_synthetic_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_standard	measurement_temp	measurement_time_zone	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
Saiko	This study	U1359A	318-U1359A-002H-2-W-135	318-U1359A-002H-2-W-135	318-U1359A-002H-2-W-135		318-U1359A-002H-2-W-135:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:20:00.00	94.9		g	88.2	3.148e-05	4	4	u	2.730e+02	SAN	0	4.500e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-2-W-135	318-U1359A-002H-2-W-135	318-U1359A-002H-2-W-135		318-U1359A-002H-2-W-135:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:22:00.00	266.2		g	86.9	3.433e-05	5	4	u	2.730e+02	SAN	0	5.900e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-2-W-135	318-U1359A-002H-2-W-135	318-U1359A-002H-2-W-135		318-U1359A-002H-2-W-135:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:23:00.00	275.9		g	89.5	3.586e-05	6	4	u	2.730e+02	SAN	0	7.400e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-2-W-135	318-U1359A-002H-2-W-135	318-U1359A-002H-2-W-135		318-U1359A-002H-2-W-135:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:25:00.00	97.2		g	88.8	3.653e-05	7	4	u	2.730e+02	SAN	0	8.800e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-2-W-135	318-U1359A-002H-2-W-135	318-U1359A-002H-2-W-135		318-U1359A-002H-2-W-135:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:26:00.00	253.8		g	88.2	3.735e-05	8	4	u	2.730e+02	SAN	0	1.470e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-2-W-135	318-U1359A-002H-2-W-135	318-U1359A-002H-2-W-135		318-U1359A-002H-2-W-135:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:27:00.00	260.2		g	84.9	3.757e-05	9	4	u	2.730e+02	SAN	0	2.200e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-2-W-135	318-U1359A-002H-2-W-135	318-U1359A-002H-2-W-135		318-U1359A-002H-2-W-135:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:28:00.00	249.0		g	87.2	3.760e-05	10	4	u	2.730e+02	SAN	0	2.930e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-2-W-135	318-U1359A-002H-2-W-135	318-U1359A-002H-2-W-135		318-U1359A-002H-2-W-135:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:29:00.00	261.2		g	83.4	3.770e-05	11	4	u	2.730e+02	SAN	0	3.510e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45		318-U1359A-002H-3-W-45:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:33:00.00	178.5		g	83.5	1.550e-05	1	4	u	2.730e+02	SAN	0	1.500e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45		318-U1359A-002H-3-W-45:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:34:00.00	231.6		g	87.0	2.725e-05	2	4	u	2.730e+02	SAN	0	3.000e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45		318-U1359A-002H-3-W-45:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:35:00.00	258.4		g	82.6	3.239e-05	3	4	u	2.730e+02	SAN	0	4.500e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45		318-U1359A-002H-3-W-45:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:36:00.00	251.7		g	85.3	3.486e-05	4	4	u	2.730e+02	SAN	0	5.900e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45		318-U1359A-002H-3-W-45:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:37:00.00	256.2		g	84.5	3.620e-05	5	4	u	2.730e+02	SAN	0	7.400e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45		318-U1359A-002H-3-W-45:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:38:00.00	236.4		g	87.5	3.682e-05	6	4	u	2.730e+02	SAN	0	8.800e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45		318-U1359A-002H-3-W-45:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:39:00.00	232.4		g	87.7	3.759e-05	7	4	u	2.730e+02	SAN	0	1.470e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45		318-U1359A-002H-3-W-45:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:41:00.00	250.6		g	85.7	3.781e-05	8	4	u	2.730e+02	SAN	0	2.200e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45		318-U1359A-002H-3-W-45:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:42:00.00	240.1		g	86.8	3.787e-05	9	4	u	2.730e+02	SAN	0	2.930e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45	318-U1359A-002H-3-W-45		318-U1359A-002H-3-W-45:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:43:00.00	252.2		g	83.9	3.792e-05	10	4	u	2.730e+02	SAN	0	3.510e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:50:00.00	184.5		g	81.4	1.374e-05	1	4	u	2.730e+02	SAN	0	1.500e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:51:00.00	193.4		g	86.6	2.357e-05	2	4	u	2.730e+02	SAN	0	2.300e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:52:00.00	231.2		g	85.7	2.890e-05	3	4	u	2.730e+02	SAN	0	3.000e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:53:00.00	246.6		g	84.4	3.332e-05	4	4	u	2.730e+02	SAN	0	4.500e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:54:00.00	239.6		g	85.6	3.441e-05	5	4	u	2.730e+02	SAN	0	5.900e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:55:00.00	243.1		g	84.5	3.474e-05	6	4	u	2.730e+02	SAN	0	7.400e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:57:00.00	239.6		g	85.5	3.484e-05	7	4	u	2.730e+02	SAN	0	8.800e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:58:00.00	249.9		g	83.6	3.506e-05	8	4	u	2.730e+02	SAN	0	1.470e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:15:59:00.00	244.5		g	83.9	3.516e-05	9	4	u	2.730e+02	SAN	0	2.200e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:00:00.00	239.0		g	84.7	3.529e-05	10	4	u	2.730e+02	SAN	0	2.930e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:02:00.00	233.4		g	85.2	3.535e-05	11	4	u	2.730e+02	SAN	0	3.510e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:05:00.00	241.6		g	84.5	7.920e-06	1	4	u	2.730e+02	SAN	0	1.500e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:06:00.00	257.9		g	82.7	1.210e-05	2	4	u	2.730e+02	SAN	0	2.300e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:07:00.00	258.9		g	83.8	1.402e-05	3	4	u	2.730e+02	SAN	0	3.000e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:08:00.00	260.1		g	82.3	1.550e-05	4	4	u	2.730e+02	SAN	0	4.500e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:09:00.00	220.0		g	88.4	1.589e-05	5	4	u	2.730e+02	SAN	0	5.900e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:10:00.00	257.0		g	84.4	1.607e-05	6	4	u	2.730e+02	SAN	0	7.400e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:12:00.00	167.2		g	88.4	1.618e-05	7	4	u	2.730e+02	SAN	0	8.800e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:13:00.00	225.6		g	87.4	1.644e-05	8	4	u	2.730e+02	SAN	0	1.470e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:14:00.00	244.5		g	86.1	1.659e-05	9	4	u	2.730e+02	SAN	0	2.200e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:15:00.00	253.7		g	83.3	1.667e-05	10	4	u	2.730e+02	SAN	0	2.930e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:16:00.00	259.7		g	79.8	1.672e-05	11	4	u	2.730e+02	SAN	0	3.510e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50		318-U1359A-003H-1-W-50:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:19:00.00	179.0		g	83.7	1.322e-05	1	4	u	2.730e+02	SAN	0	1.500e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50		318-U1359A-003H-1-W-50:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:20:00.00	229.7		g	84.3	2.191e-05	2	4	u	2.730e+02	SAN	0	2.300e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50		318-U1359A-003H-1-W-50:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:21:00.00	219.2		g	86.6	2.602e-05	3	4	u	2.730e+02	SAN	0	3.000e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50		318-U1359A-003H-1-W-50:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:22:00.00	240.8		g	86.3	2.930e-05	4	4	u	2.730e+02	SAN	0	4.500e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50		318-U1359A-003H-1-W-50:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:23:00.00	248.0		g	86.0	3.004e-05	5	4	u	2.730e+02	SAN	0	5.900e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50		318-U1359A-003H-1-W-50:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:24:00.00	229.9		g	87.1	3.032e-05	6	4	u	2.730e+02	SAN	0	7.400e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50		318-U1359A-003H-1-W-50:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:25:00.00	227.4		g	87.2	3.042e-05	7	4	u	2.730e+02	SAN	0	8.800e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50		318-U1359A-003H-1-W-50:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:27:00.00	236.3		g	86.6	3.061e-05	8	4	u	2.730e+02	SAN	0	1.470e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50		318-U1359A-003H-1-W-50:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:28:00.00	247.7		g	84.6	3.082e-05	9	4	u	2.730e+02	SAN	0	2.200e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50		318-U1359A-003H-1-W-50:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:29:00.00	240.4		g	86.2	3.091e-05	10	4	u	2.730e+02	SAN	0	2.930e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50	318-U1359A-003H-1-W-50		318-U1359A-003H-1-W-50:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.2	2012:04:11:16:30:00.00	249.4		g	83.8	3.094e-05	11	4	u	2.730e+02	SAN	0	3.510e-01	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-37		318-U1359A-003H-2-W-37:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.9	2012:04:11:16:33:00.00	193.8		g	88.8	1.140e-05	1	4	u	2.730e+02	SAN	0	1.500e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-37		318-U1359A-003H-2-W-37:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.4	2012:04:11:16:34:00.00	229.0		g	86.6	1.791e-05	2	4	u	2.730e+02	SAN	0	2.300e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-37		318-U1359A-003H-2-W-37:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.6	2012:04:11:16:35:00.00	258.6		g	84.2	2.098e-05	3	4	u	2.730e+02	SAN	0	3.000e-02	0.0	90.0	2.730e+02
Saiko	This study	U1359A	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-37		318-U1359A-003H-2-W-37:LP-IRM	SIO-flo	LT-IRM:LP-IRM	pmagpy-3.4.0	0.5	2012:04:11:16:36:00.00	231.8		g	87.0	2.349e-05	4	4	u	2.730e+02	SAN	0	4.500e-02	0.0	90.0	2.730e+02
