tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	external_database_ids	external_database_names	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-145.00	318-U1359B-003H_2A-145.00	318-U1359B-003H_2A-145.00	""	LIMS	318-U1359B-003H_2A-145.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	275.5		g	7	1.512e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-15.00	318-U1359B-003H_2A-15.00	318-U1359B-003H_2A-15.00	""	LIMS	318-U1359B-003H_2A-15.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	25.2		g	83.1	6.881e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-150.00	318-U1359B-003H_2A-150.00	318-U1359B-003H_2A-150.00	""	LIMS	318-U1359B-003H_2A-150.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	272.5		g	-6.7E0	1.356e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-155.00	318-U1359B-003H_2A-155.00	318-U1359B-003H_2A-155.00	""	LIMS	318-U1359B-003H_2A-155.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	277.9		g	-0	1.343e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-160.00	318-U1359B-003H_2A-160.00	318-U1359B-003H_2A-160.00	""	LIMS	318-U1359B-003H_2A-160.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	271.1		g	0	1.302e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-20.00	318-U1359B-003H_2A-20.00	318-U1359B-003H_2A-20.00	""	LIMS	318-U1359B-003H_2A-20.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	286.3		g	85.9	2.905e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-25.00	318-U1359B-003H_2A-25.00	318-U1359B-003H_2A-25.00	""	LIMS	318-U1359B-003H_2A-25.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	161		g	83.9	4.615e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-30.00	318-U1359B-003H_2A-30.00	318-U1359B-003H_2A-30.00	""	LIMS	318-U1359B-003H_2A-30.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	153		g	26.2	2.547e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-35.00	318-U1359B-003H_2A-35.00	318-U1359B-003H_2A-35.00	""	LIMS	318-U1359B-003H_2A-35.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	127.9		g	61.8	6.615e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-40.00	318-U1359B-003H_2A-40.00	318-U1359B-003H_2A-40.00	""	LIMS	318-U1359B-003H_2A-40.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	62.3		g	81.9	2.839e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-45.00	318-U1359B-003H_2A-45.00	318-U1359B-003H_2A-45.00	""	LIMS	318-U1359B-003H_2A-45.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	22.8		g	77.1	4.938e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-5.00	318-U1359B-003H_2A-5.00	318-U1359B-003H_2A-5.00	""	LIMS	318-U1359B-003H_2A-5.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	31		g	76	6.934e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-50.00	318-U1359B-003H_2A-50.00	318-U1359B-003H_2A-50.00	""	LIMS	318-U1359B-003H_2A-50.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	2.7		g	71	5.198e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-55.00	318-U1359B-003H_2A-55.00	318-U1359B-003H_2A-55.00	""	LIMS	318-U1359B-003H_2A-55.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	35		g	63.4	4.945e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-60.00	318-U1359B-003H_2A-60.00	318-U1359B-003H_2A-60.00	""	LIMS	318-U1359B-003H_2A-60.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	40		g	58.9	4.921e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-65.00	318-U1359B-003H_2A-65.00	318-U1359B-003H_2A-65.00	""	LIMS	318-U1359B-003H_2A-65.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	25.2		g	69.8	5.079e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-70.00	318-U1359B-003H_2A-70.00	318-U1359B-003H_2A-70.00	""	LIMS	318-U1359B-003H_2A-70.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	15		g	80.8	5.713e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-75.00	318-U1359B-003H_2A-75.00	318-U1359B-003H_2A-75.00	""	LIMS	318-U1359B-003H_2A-75.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	37		g	80.5	6.018e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-80.00	318-U1359B-003H_2A-80.00	318-U1359B-003H_2A-80.00	""	LIMS	318-U1359B-003H_2A-80.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	47		g	84.1	4.928e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-85.00	318-U1359B-003H_2A-85.00	318-U1359B-003H_2A-85.00	""	LIMS	318-U1359B-003H_2A-85.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	353.3		g	84.8	4.458e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-90.00	318-U1359B-003H_2A-90.00	318-U1359B-003H_2A-90.00	""	LIMS	318-U1359B-003H_2A-90.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	353.8		g	81.9	6.313e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_2A-95.00	318-U1359B-003H_2A-95.00	318-U1359B-003H_2A-95.00	""	LIMS	318-U1359B-003H_2A-95.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:12:07:00.00	339.8		g	85.6	6.615e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-0.00	318-U1359B-003H_3A-0.00	318-U1359B-003H_3A-0.00	"3348652052.265875"	LIMS	318-U1359B-003H_3A-0.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	71.4		g	87.5	1.504e-07	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-10.00	318-U1359B-003H_3A-10.00	318-U1359B-003H_3A-10.00	""	LIMS	318-U1359B-003H_3A-10.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	41.1		g	84.7	2.596e-07	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-100.00	318-U1359B-003H_3A-100.00	318-U1359B-003H_3A-100.00	""	LIMS	318-U1359B-003H_3A-100.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	138.8		g	66.3	6.283e-08	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-105.00	318-U1359B-003H_3A-105.00	318-U1359B-003H_3A-105.00	""	LIMS	318-U1359B-003H_3A-105.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	208.7		g	74	3.397e-08	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-110.00	318-U1359B-003H_3A-110.00	318-U1359B-003H_3A-110.00	""	LIMS	318-U1359B-003H_3A-110.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	315.7		g	70.1	2.678e-08	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-115.00	318-U1359B-003H_3A-115.00	318-U1359B-003H_3A-115.00	""	LIMS	318-U1359B-003H_3A-115.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	27.5		g	33.6	8.258e-08	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-120.00	318-U1359B-003H_3A-120.00	318-U1359B-003H_3A-120.00	""	LIMS	318-U1359B-003H_3A-120.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	32.9		g	21.8	1.469e-07	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-125.00	318-U1359B-003H_3A-125.00	318-U1359B-003H_3A-125.00	""	LIMS	318-U1359B-003H_3A-125.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	34.7		g	7.7	1.154e-07	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-130.00	318-U1359B-003H_3A-130.00	318-U1359B-003H_3A-130.00	""	LIMS	318-U1359B-003H_3A-130.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	340.1		g	-1.65E1	2.148e-08	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-135.00	318-U1359B-003H_3A-135.00	318-U1359B-003H_3A-135.00	""	LIMS	318-U1359B-003H_3A-135.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	314.2		g	-9.7E0	8.515e-08	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-140.00	318-U1359B-003H_3A-140.00	318-U1359B-003H_3A-140.00	""	LIMS	318-U1359B-003H_3A-140.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	333.6		g	-7E-1	1.907e-07	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-145.00	318-U1359B-003H_3A-145.00	318-U1359B-003H_3A-145.00	""	LIMS	318-U1359B-003H_3A-145.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	341.7		g	2.3	6.655e-08	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-15.00	318-U1359B-003H_3A-15.00	318-U1359B-003H_3A-15.00	""	LIMS	318-U1359B-003H_3A-15.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	66.5		g	81.2	2.274e-07	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-150.00	318-U1359B-003H_3A-150.00	318-U1359B-003H_3A-150.00	""	LIMS	318-U1359B-003H_3A-150.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	158.6		g	2.8	1.996e-08	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-20.00	318-U1359B-003H_3A-20.00	318-U1359B-003H_3A-20.00	""	LIMS	318-U1359B-003H_3A-20.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	189.3		g	84.5	2.231e-07	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-25.00	318-U1359B-003H_3A-25.00	318-U1359B-003H_3A-25.00	""	LIMS	318-U1359B-003H_3A-25.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	159.9		g	73	3.212e-07	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-30.00	318-U1359B-003H_3A-30.00	318-U1359B-003H_3A-30.00	""	LIMS	318-U1359B-003H_3A-30.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	152.5		g	65.6	3.780e-07	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-35.00	318-U1359B-003H_3A-35.00	318-U1359B-003H_3A-35.00	""	LIMS	318-U1359B-003H_3A-35.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	148.3		g	77.2	1.812e-07	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-40.00	318-U1359B-003H_3A-40.00	318-U1359B-003H_3A-40.00	""	LIMS	318-U1359B-003H_3A-40.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	334.9		g	35.6	2.692e-08	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-45.00	318-U1359B-003H_3A-45.00	318-U1359B-003H_3A-45.00	""	LIMS	318-U1359B-003H_3A-45.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	341.3		g	13.9	1.913e-08	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-5.00	318-U1359B-003H_3A-5.00	318-U1359B-003H_3A-5.00	""	LIMS	318-U1359B-003H_3A-5.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	314		g	83.2	2.565e-07	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-50.00	318-U1359B-003H_3A-50.00	318-U1359B-003H_3A-50.00	""	LIMS	318-U1359B-003H_3A-50.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	156.8		g	81.6	6.841e-08	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-55.00	318-U1359B-003H_3A-55.00	318-U1359B-003H_3A-55.00	""	LIMS	318-U1359B-003H_3A-55.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	199.1		g	77.5	6.726e-08	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-60.00	318-U1359B-003H_3A-60.00	318-U1359B-003H_3A-60.00	""	LIMS	318-U1359B-003H_3A-60.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	314.1		g	77.4	2.936e-08	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-65.00	318-U1359B-003H_3A-65.00	318-U1359B-003H_3A-65.00	""	LIMS	318-U1359B-003H_3A-65.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	9		g	75.5	1.562e-08	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-70.00	318-U1359B-003H_3A-70.00	318-U1359B-003H_3A-70.00	""	LIMS	318-U1359B-003H_3A-70.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	105.8		g	25.3	1.493e-08	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-75.00	318-U1359B-003H_3A-75.00	318-U1359B-003H_3A-75.00	""	LIMS	318-U1359B-003H_3A-75.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	104.2		g	-3.65E1	1.050e-08	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-80.00	318-U1359B-003H_3A-80.00	318-U1359B-003H_3A-80.00	""	LIMS	318-U1359B-003H_3A-80.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	93.3		g	-4.47E1	8.221e-09	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-85.00	318-U1359B-003H_3A-85.00	318-U1359B-003H_3A-85.00	""	LIMS	318-U1359B-003H_3A-85.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	63.7		g	19.1	4.940e-09	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-90.00	318-U1359B-003H_3A-90.00	318-U1359B-003H_3A-90.00	""	LIMS	318-U1359B-003H_3A-90.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	306		g	68.2	1.623e-08	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-003H_3A-95.00	318-U1359B-003H_3A-95.00	318-U1359B-003H_3A-95.00	""	LIMS	318-U1359B-003H_3A-95.00:LT-AF-Z	ODP-SRM:ODP-SRM-AF	LT-AF-Z	pmagpy-3.2.1		202010:02:10:23:16:00.00	152.1		g	82.1	4.636e-08	1		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-003H_4A-0.00	318-U1359B-003H_4A-0.00	318-U1359B-003H_4A-0.00	"3348653002.969"	LIMS	318-U1359B-003H_4A-0.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:23:25:00.00	349.7		g	56.1	3.070e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-003H_4A-10.00	318-U1359B-003H_4A-10.00	318-U1359B-003H_4A-10.00	""	LIMS	318-U1359B-003H_4A-10.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:23:25:00.00	321.3		g	82.1	5.693e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-003H_4A-100.00	318-U1359B-003H_4A-100.00	318-U1359B-003H_4A-100.00	""	LIMS	318-U1359B-003H_4A-100.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:23:25:00.00	170		g	72.9	8.044e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
