tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_expedition_name	er_formation_name	er_fossil_name	er_location_name	er_member_name	er_mineral_name	er_sample_name	er_site_name	er_specimen_name	er_synthetic_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_charging_mode	measurement_chi_mass	measurement_chi_qdr_mass	measurement_chi_qdr_volume	measurement_chi_volume	measurement_composite_depth	measurement_core_depth	measurement_csd	measurement_date	measurement_dec	measurement_demagn_code	measurement_description	measurement_elevation	measurement_flag	measurement_freq	measurement_height	measurement_inc	measurement_lab_field_ac	measurement_lab_field_dc	measurement_loop_n	measurement_loop_x	measurement_magn_mass	measurement_magn_moment	measurement_magn_volume	measurement_magnitude	measurement_number	measurement_orient_phi	measurement_orient_theta	measurement_pos_x	measurement_pos_y	measurement_pos_z	measurement_positions	measurement_r2	measurement_sd	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_sweep_rate	measurement_temp	measurement_temp_change	measurement_time_zone	treatment_ac_field	treatment_ac_field_dc_off	treatment_ac_field_dc_on	treatment_ac_field_decay_rate	treatment_dc_field	treatment_dc_field_ac_off	treatment_dc_field_ac_on	treatment_dc_field_decay_rate	treatment_dc_field_phi	treatment_dc_field_theta	treatment_mw_energy	treatment_mw_integral	treatment_mw_power	treatment_mw_time	treatment_temp	treatment_temp_dc_off	treatment_temp_dc_on	treatment_temp_decay_rate
	This study	318			U1359A			318-U1359A-012H-3-W-50	318-U1359A-012H-3-W-50	318-U1359A-012H-3-W-50		318-U1359A-012H-3-W-50-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								71.3	2010:02:17:15:51:07.25	14.7		average of multiple measurements.		g			-56.3						0.0000000185			4						3			0	0	0	u		273			0.015				0				0	0					273			
	This study	318			U1359A			318-U1359A-012H-3-W-50	318-U1359A-012H-3-W-50	318-U1359A-012H-3-W-50		318-U1359A-012H-3-W-50-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								17.3	2010:02:17:16:32:44.03	48.2		average of multiple measurements.		g			-77.1						0.0000000316			5						2			0	0	0	u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-012H-3-W-50	318-U1359A-012H-3-W-50	318-U1359A-012H-3-W-50		318-U1359A-012H-3-W-50-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								17.9	2010:02:17:19:17:48.84	66.5		average of multiple measurements.		g			-77.8						0.0000000215			6						2			0	0	0	u		273			0.03				0				0	0					273			
	This study	318			U1359A			318-U1359A-012H-3-W-50	318-U1359A-012H-3-W-50	318-U1359A-012H-3-W-50		318-U1359A-012H-3-W-50-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								77.8	2010:02:17:23:15:01.28	17.8		average of multiple measurements.		g			-59.4						0.00000000542			7						3			0	0	0	u		273			0.04				0				0	0					273			
	This study	318			U1359A			318-U1359A-012H-3-W-50	318-U1359A-012H-3-W-50	318-U1359A-012H-3-W-50		318-U1359A-012H-3-W-50-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								75.5	2010:02:18:00:54:25.12	25.6		average of multiple measurements.		g			57.6						0.00000000323			8						3			0	0	0	u		273			0.05				0				0	0					273			
	This study	318			U1359A			318-U1359A-012H-3-W-50	318-U1359A-012H-3-W-50	318-U1359A-012H-3-W-50		318-U1359A-012H-3-W-50-LP-DIR-AF		LT-AF-Z:LP-DIR-AF	pmagpy-2.111									2010:02:18:01:30:25.62	66.8		Top - To Right.		g			-27.9						0.00000000226			9									0	0	0	u		273			0.06				0				0	0					273			
	This study	318			U1359A			318-U1359A-012H-5-W-70	318-U1359A-012H-5-W-70	318-U1359A-012H-5-W-70		318-U1359A-012H-5-W-70-LP-DIR-AF		LT-NO:DE-VM:LP-DIR-AF	pmagpy-2.111								74.3	2010:02:17:13:34:53.81	247.7		average of multiple measurements.		g			-54.7						0.00000000265			1						3			0	0	0	u		273			0				0				0	0					273			
	This study	318			U1359A			318-U1359A-012H-5-W-70	318-U1359A-012H-5-W-70	318-U1359A-012H-5-W-70		318-U1359A-012H-5-W-70-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								11.8	2010:02:17:14:30:14.25	267.1		average of multiple measurements.		g			-76.1						0.00000000656			2						3			0	0	0	u		273			0.005				0				0	0					273			
	This study	318			U1359A			318-U1359A-012H-5-W-70	318-U1359A-012H-5-W-70	318-U1359A-012H-5-W-70		318-U1359A-012H-5-W-70-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								6.2	2010:02:17:15:02:28.53	285.2		average of multiple measurements.		g			-76.8						0.00000000703			3						2			0	0	0	u		273			0.01				0				0	0					273			
	This study	318			U1359A			318-U1359A-012H-5-W-70	318-U1359A-012H-5-W-70	318-U1359A-012H-5-W-70		318-U1359A-012H-5-W-70-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								13.1	2010:02:17:15:51:07.29	284.7		average of multiple measurements.		g			-79.3						0.00000000554			4						3			0	0	0	u		273			0.015				0				0	0					273			
	This study	318			U1359A			318-U1359A-012H-5-W-70	318-U1359A-012H-5-W-70	318-U1359A-012H-5-W-70		318-U1359A-012H-5-W-70-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								5.4	2010:02:17:16:32:44.14	300.8		average of multiple measurements.		g			-74.8						0.00000000551			5						2			0	0	0	u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-012H-5-W-70	318-U1359A-012H-5-W-70	318-U1359A-012H-5-W-70		318-U1359A-012H-5-W-70-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								8	2010:02:17:19:17:48.89	323.1		average of multiple measurements.		g			-78.5						0.00000000309			6						2			0	0	0	u		273			0.03				0				0	0					273			
	This study	318			U1359A			318-U1359A-012H-5-W-70	318-U1359A-012H-5-W-70	318-U1359A-012H-5-W-70		318-U1359A-012H-5-W-70-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								12.8	2010:02:17:23:15:01.35	312.2		average of multiple measurements.		g			-80.3						0.00000000209			7						3			0	0	0	u		273			0.04				0				0	0					273			
	This study	318			U1359A			318-U1359A-012H-5-W-70	318-U1359A-012H-5-W-70	318-U1359A-012H-5-W-70		318-U1359A-012H-5-W-70-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								8.9	2010:02:18:00:54:25.18	308.9		average of multiple measurements.		g			-76.2						0.00000000111			8						3			0	0	0	u		273			0.05				0				0	0					273			
	This study	318			U1359A			318-U1359A-012H-5-W-70	318-U1359A-012H-5-W-70	318-U1359A-012H-5-W-70		318-U1359A-012H-5-W-70-LP-DIR-AF		LT-AF-Z:LP-DIR-AF	pmagpy-2.111									2010:02:18:01:30:25.70	305.8		Top - To Right.		g			-81.1						0.000000000733			9									0	0	0	u		273			0.06				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-2-W-70	318-U1359A-013H-2-W-70	318-U1359A-013H-2-W-70		318-U1359A-013H-2-W-70-LP-DIR-AF		LT-NO:DE-VM:LP-DIR-AF	pmagpy-2.111								4.9	2010:02:17:13:34:53.82	155		average of multiple measurements.		g			68.1						0.00000000463			1						3			0	0	0	u		273			0				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-2-W-70	318-U1359A-013H-2-W-70	318-U1359A-013H-2-W-70		318-U1359A-013H-2-W-70-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								13.5	2010:02:17:14:30:14.26	161.2		average of multiple measurements.		g			60.8						0.00000000202			2						3			0	0	0	u		273			0.005				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-2-W-70	318-U1359A-013H-2-W-70	318-U1359A-013H-2-W-70		318-U1359A-013H-2-W-70-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								3.3	2010:02:17:15:02:28.54	164.7		average of multiple measurements.		g			42.2						0.00000000097			3						2			0	0	0	u		273			0.01				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-2-W-70	318-U1359A-013H-2-W-70	318-U1359A-013H-2-W-70		318-U1359A-013H-2-W-70-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								7.2	2010:02:17:15:51:07.29	153.9		average of multiple measurements.		g			55						0.000000000826			4						3			0	0	0	u		273			0.015				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-2-W-70	318-U1359A-013H-2-W-70	318-U1359A-013H-2-W-70		318-U1359A-013H-2-W-70-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								9	2010:02:17:16:32:44.20	186.9		average of multiple measurements.		g			52.3						0.000000000621			5						2			0	0	0	u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-2-W-70	318-U1359A-013H-2-W-70	318-U1359A-013H-2-W-70		318-U1359A-013H-2-W-70-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								13.2	2010:02:17:19:17:48.89	201.8		average of multiple measurements.		g			41.7						0.00000000074			6						2			0	0	0	u		273			0.03				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-2-W-70	318-U1359A-013H-2-W-70	318-U1359A-013H-2-W-70		318-U1359A-013H-2-W-70-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								17.4	2010:02:17:23:15:01.37	202.7		average of multiple measurements.		g			50.7						0.000000000548			7						3			0	0	0	u		273			0.04				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-2-W-70	318-U1359A-013H-2-W-70	318-U1359A-013H-2-W-70		318-U1359A-013H-2-W-70-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								9.8	2010:02:18:00:54:25.21	209.7		average of multiple measurements.		g			42.8						0.000000000531			8						3			0	0	0	u		273			0.05				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-2-W-70	318-U1359A-013H-2-W-70	318-U1359A-013H-2-W-70		318-U1359A-013H-2-W-70-LP-DIR-AF		LT-AF-Z:LP-DIR-AF	pmagpy-2.111									2010:02:18:01:30:25.70	212.5		Top - To Right.		g			31.9						0.000000000535			9									0	0	0	u		273			0.06				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-4-W-89	318-U1359A-013H-4-W-89	318-U1359A-013H-4-W-89		318-U1359A-013H-4-W-89-LP-DIR-AF		LT-NO:DE-VM:LP-DIR-AF	pmagpy-2.111								16.5	2010:02:13:21:33:50.50	200.7		average of multiple measurements.		g			76.5						0.00000000476			1						3			0	0	0	u		273			0				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-4-W-89	318-U1359A-013H-4-W-89	318-U1359A-013H-4-W-89		318-U1359A-013H-4-W-89-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								13.7	2010:02:13:22:34:28.98	232.3		average of multiple measurements.		g			83.5						0.00000000186			2						3			0	0	0	u		273			0.005				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-4-W-89	318-U1359A-013H-4-W-89	318-U1359A-013H-4-W-89		318-U1359A-013H-4-W-89-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								11.8	2010:02:14:00:09:03.95	278.3		average of multiple measurements.		g			80.1						0.000000000721			3						3			0	0	0	u		273			0.01				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-4-W-89	318-U1359A-013H-4-W-89	318-U1359A-013H-4-W-89		318-U1359A-013H-4-W-89-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								12.9	2010:02:14:03:23:56.01	299.1		average of multiple measurements.		g			66.9						0.000000000743			4						3			0	0	0	u		273			0.015				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-4-W-89	318-U1359A-013H-4-W-89	318-U1359A-013H-4-W-89		318-U1359A-013H-4-W-89-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								11.7	2010:02:14:04:14:47.68	309.9		average of multiple measurements.		g			66.1						0.000000000684			5						3			0	0	0	u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-4-W-89	318-U1359A-013H-4-W-89	318-U1359A-013H-4-W-89		318-U1359A-013H-4-W-89-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								15.9	2010:02:14:05:02:52.82	320.1		average of multiple measurements.		g			72.5						0.000000000711			6						3			0	0	0	u		273			0.03				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-4-W-89	318-U1359A-013H-4-W-89	318-U1359A-013H-4-W-89		318-U1359A-013H-4-W-89-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								6.5	2010:02:14:05:47:47.31	358.8		average of multiple measurements.		g			58.3						0.000000000525			7						2			0	0	0	u		273			0.04				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-4-W-89	318-U1359A-013H-4-W-89	318-U1359A-013H-4-W-89		318-U1359A-013H-4-W-89-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								11.9	2010:02:14:07:27:12.25	350.1		average of multiple measurements.		g			59.7						0.000000000558			8						3			0	0	0	u		273			0.05				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-6-W-88	318-U1359A-013H-6-W-88	318-U1359A-013H-6-W-88		318-U1359A-013H-6-W-88-LP-DIR-AF		LT-NO:DE-VM:LP-DIR-AF	pmagpy-2.111								33.4	2010:02:17:13:34:53.85	160.3		average of multiple measurements.		g			75.7						0.00000000094			1						2			0	0	0	u		273			0				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-6-W-88	318-U1359A-013H-6-W-88	318-U1359A-013H-6-W-88		318-U1359A-013H-6-W-88-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								14.2	2010:02:17:14:30:14.28	3		average of multiple measurements.		g			85						0.00000000105			2						3			0	0	0	u		273			0.005				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-6-W-88	318-U1359A-013H-6-W-88	318-U1359A-013H-6-W-88		318-U1359A-013H-6-W-88-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								11.7	2010:02:17:15:02:28.57	323.9		average of multiple measurements.		g			85.3						0.00000000111			3						2			0	0	0	u		273			0.01				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-6-W-88	318-U1359A-013H-6-W-88	318-U1359A-013H-6-W-88		318-U1359A-013H-6-W-88-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								28.8	2010:02:17:15:51:07.32	209.4		average of multiple measurements.		g			81.3						0.000000000773			4						2			0	0	0	u		273			0.015				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-6-W-88	318-U1359A-013H-6-W-88	318-U1359A-013H-6-W-88		318-U1359A-013H-6-W-88-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								19.4	2010:02:17:16:32:44.21	238.6		average of multiple measurements.		g			83.3						0.000000000779			5						2			0	0	0	u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-6-W-88	318-U1359A-013H-6-W-88	318-U1359A-013H-6-W-88		318-U1359A-013H-6-W-88-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								18.8	2010:02:17:19:17:48.90	312.2		average of multiple measurements.		g			80.8						0.000000000648			6						2			0	0	0	u		273			0.03				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-6-W-88	318-U1359A-013H-6-W-88	318-U1359A-013H-6-W-88		318-U1359A-013H-6-W-88-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								17.3	2010:02:17:23:15:01.39	313.1		average of multiple measurements.		g			48						0.000000000367			7						2			0	0	0	u		273			0.04				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-6-W-88	318-U1359A-013H-6-W-88	318-U1359A-013H-6-W-88		318-U1359A-013H-6-W-88-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								59.8	2010:02:18:00:54:25.23	290.4		average of multiple measurements.		g			34.5						0.000000000125			8						3			0	0	0	u		273			0.05				0				0	0					273			
	This study	318			U1359A			318-U1359A-013H-6-W-88	318-U1359A-013H-6-W-88	318-U1359A-013H-6-W-88		318-U1359A-013H-6-W-88-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								3.9	2010:02:18:01:44:57.75	302.1		average of multiple measurements.		g			7.1						0.000000000304			9						2			0	0	0	u		273			0.06				0				0	0					273			
	This study	318			U1359A			318-U1359A-014H-2-W-60	318-U1359A-014H-2-W-60	318-U1359A-014H-2-W-60		318-U1359A-014H-2-W-60-LP-DIR-AF		LT-NO:DE-VM:LP-DIR-AF	pmagpy-2.111								49.7	2010:02:17:13:34:53.85	53.5		average of multiple measurements.		g			66.8						0.00000000454			1						3			0	0	0	u		273			0				0				0	0					273			
	This study	318			U1359A			318-U1359A-014H-2-W-60	318-U1359A-014H-2-W-60	318-U1359A-014H-2-W-60		318-U1359A-014H-2-W-60-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								61	2010:02:17:14:30:14.31	34.9		average of multiple measurements.		g			77						0.00000000717			2						3			0	0	0	u		273			0.005				0				0	0					273			
	This study	318			U1359A			318-U1359A-014H-2-W-60	318-U1359A-014H-2-W-60	318-U1359A-014H-2-W-60		318-U1359A-014H-2-W-60-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								10.5	2010:02:17:15:02:28.59	2.5		average of multiple measurements.		g			85.9						0.0000000119			3						2			0	0	0	u		273			0.01				0				0	0					273			
	This study	318			U1359A			318-U1359A-014H-2-W-60	318-U1359A-014H-2-W-60	318-U1359A-014H-2-W-60		318-U1359A-014H-2-W-60-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								75.7	2010:02:17:15:51:07.34	30.2		average of multiple measurements.		g			72.1						0.00000000531			4						3			0	0	0	u		273			0.015				0				0	0					273			
	This study	318			U1359A			318-U1359A-014H-2-W-60	318-U1359A-014H-2-W-60	318-U1359A-014H-2-W-60		318-U1359A-014H-2-W-60-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								10.8	2010:02:17:16:32:44.21	1.4		average of multiple measurements.		g			85.6						0.00000000936			5						2			0	0	0	u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-014H-2-W-60	318-U1359A-014H-2-W-60	318-U1359A-014H-2-W-60		318-U1359A-014H-2-W-60-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								15.2	2010:02:17:19:17:48.93	25.3		average of multiple measurements.		g			83.1						0.00000000576			6						2			0	0	0	u		273			0.03				0				0	0					273			
	This study	318			U1359A			318-U1359A-014H-2-W-60	318-U1359A-014H-2-W-60	318-U1359A-014H-2-W-60		318-U1359A-014H-2-W-60-LP-DIR-AF		LT-AF-Z:DE-VM:LP-DIR-AF	pmagpy-2.111								73.9	2010:02:17:23:15:01.40	18.4		average of multiple measurements.		g			69.9						0.00000000183			7						3			0	0	0	u		273			0.04				0				0	0					273			
