tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	quality	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
Muxworthy	10.1029/2010JB007844			326.80	68.16	p2aa_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	4.72E-05		273	33	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2aa_u	u			0	0	0	7.73E+02
Muxworthy	10.1029/2010JB007844			75.58	88.39	p2aa_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	6.29E-04		273	34	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2aa_u	u			5.03E-05	0	90	6.73E+02
Muxworthy	10.1029/2010JB007844			69.80	88.43	p2aa_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	6.99E-04		273	35	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2aa_u	u			5.03E-05	0	90	7.73E+02
Muxworthy	10.1029/2010JB007844			333.73	64.33	p2aa_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.03E-05		273	36	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2aa_u	u			0	0	0	8.23E+02
Muxworthy	10.1029/2010JB007844			35.08	88.3	p2aa_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	6.75E-04		273	37	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2aa_u	u			5.03E-05	0	90	8.23E+02
Muxworthy	10.1029/2010JB007844			111.55	-72.57	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	5.55E-04		273	0	LT-NO:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			0	0	0	273
Muxworthy	10.1029/2010JB007844			112.16	-72.28	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	5.66E-04		273	1	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			0	0	0	3.73E+02
Muxworthy	10.1029/2010JB007844			112.75	-72.05	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	5.62E-04		273	2	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			5.03E-05	0	90	3.73E+02
Muxworthy	10.1029/2010JB007844			111.40	-71.64	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	5.40E-04		273	3	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			0	0	0	4.73E+02
Muxworthy	10.1029/2010JB007844			111.64	-71.39	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	5.34E-04		273	4	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			5.03E-05	0	90	3.73E+02
Muxworthy	10.1029/2010JB007844			112.31	-70.28	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	5.16E-04		273	5	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			5.03E-05	0	90	4.73E+02
Muxworthy	10.1029/2010JB007844			111.23	-71.09	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	5.20E-04		273	6	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			0	0	0	4.98E+02
Muxworthy	10.1029/2010JB007844			111.32	-69.34	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	4.86E-04		273	7	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			5.03E-05	0	90	4.98E+02
Muxworthy	10.1029/2010JB007844			110.17	-71.34	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	4.72E-04		273	8	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			0	0	0	5.23E+02
Muxworthy	10.1029/2010JB007844			108.59	-65.2	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	3.66E-04		273	9	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			5.03E-05	0	90	5.23E+02
Muxworthy	10.1029/2010JB007844			109.55	-71.01	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	4.49E-04		273	10	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			5.03E-05	0	90	5.23E+02
Muxworthy	10.1029/2010JB007844			107.93	-72.06	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	3.74E-04		273	11	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			0	0	0	5.48E+02
Muxworthy	10.1029/2010JB007844			103.65	-49.22	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.92E-04		273	12	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			5.03E-05	0	90	5.48E+02
Muxworthy	10.1029/2010JB007844			107.19	-71.84	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	3.06E-04		273	13	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			0	0	0	5.73E+02
Muxworthy	10.1029/2010JB007844			105.49	-61.79	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.16E-04		273	14	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			5.03E-05	0	90	5.23E+02
Muxworthy	10.1029/2010JB007844			96.43	45.94	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.44E-04		273	15	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			5.03E-05	0	90	5.73E+02
Muxworthy	10.1029/2010JB007844			104.73	-72.44	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.58E-04		273	16	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			0	0	0	5.98E+02
Muxworthy	10.1029/2010JB007844			90.19	74.97	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	3.04E-04		273	17	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			5.03E-05	0	90	5.98E+02
Muxworthy	10.1029/2010JB007844			106.04	-71.85	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	9.93E-05		273	18	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			0	0	0	6.23E+02
Muxworthy	10.1029/2010JB007844			266.88	80.25	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	4.00E-04		273	19	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			5.03E-05	0	90	6.23E+02
Muxworthy	10.1029/2010JB007844			104.83	-69.14	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	8.38E-05		273	20	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			5.03E-05	0	90	6.23E+02
Muxworthy	10.1029/2010JB007844			107.89	-71.59	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	6.00E-05		273	21	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			0	0	0	6.73E+02
Muxworthy	10.1029/2010JB007844			265.10	82.26	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	4.21E-04		273	22	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			5.03E-05	0	90	6.23E+02
Muxworthy	10.1029/2010JB007844			264.09	82.58	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	4.57E-04		273	23	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			5.03E-05	0	90	6.73E+02
Muxworthy	10.1029/2010JB007844			106.60	-70.88	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	4.35E-05		273	24	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			0	0	0	7.23E+02
Muxworthy	10.1029/2010JB007844			261.54	83.43	p2ab_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	5.12E-04		273	25	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ab_u	u			5.03E-05	0	90	7.23E+02
Muxworthy	10.1029/2010JB007844			108.84	81.21	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.06E-04		273	0	LT-NO:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			0	0	0	273
Muxworthy	10.1029/2010JB007844			111.52	81.16	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.10E-04		273	1	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			0	0	0	3.73E+02
Muxworthy	10.1029/2010JB007844			110.95	81.19	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.11E-04		273	2	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			5.03E-05	0	90	3.73E+02
Muxworthy	10.1029/2010JB007844			113.14	80.13	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	7.65E-05		273	3	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			0	0	0	4.73E+02
Muxworthy	10.1029/2010JB007844			111.77	80.47	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	7.86E-05		273	4	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			5.03E-05	0	90	3.73E+02
Muxworthy	10.1029/2010JB007844			268.22	83.13	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.12E-04		273	5	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			5.03E-05	0	90	4.73E+02
Muxworthy	10.1029/2010JB007844			115.13	80.08	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	4.68E-05		273	6	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			0	0	0	4.98E+02
Muxworthy	10.1029/2010JB007844			241.63	84.14	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.14E-04		273	7	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			5.03E-05	0	90	4.98E+02
Muxworthy	10.1029/2010JB007844			116.49	80.53	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.55E-05		273	8	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			0	0	0	5.23E+02
Muxworthy	10.1029/2010JB007844			219.32	84.08	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.20E-04		273	9	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			5.03E-05	0	90	5.23E+02
Muxworthy	10.1029/2010JB007844			113.45	81.65	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.63E-05		273	10	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			5.03E-05	0	90	5.23E+02
Muxworthy	10.1029/2010JB007844			115.73	80.7	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.62E-05		273	11	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			0	0	0	5.48E+02
Muxworthy	10.1029/2010JB007844			212.12	83.81	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.18E-04		273	12	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			5.03E-05	0	90	5.48E+02
Muxworthy	10.1029/2010JB007844			110.99	81.34	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.29E-05		273	13	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			0	0	0	5.73E+02
Muxworthy	10.1029/2010JB007844			210.08	83.52	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.04E-04		273	14	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			5.03E-05	0	90	5.23E+02
Muxworthy	10.1029/2010JB007844			209.03	83.66	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.15E-04		273	15	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			5.03E-05	0	90	5.73E+02
Muxworthy	10.1029/2010JB007844			110.92	81.28	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.08E-05		273	16	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			0	0	0	5.98E+02
Muxworthy	10.1029/2010JB007844			208.07	83.5	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.12E-04		273	17	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			5.03E-05	0	90	5.98E+02
Muxworthy	10.1029/2010JB007844			114.50	81.64	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	8.99E-06		273	18	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			0	0	0	6.23E+02
Muxworthy	10.1029/2010JB007844			206.82	83.31	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.10E-04		273	19	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			5.03E-05	0	90	6.23E+02
Muxworthy	10.1029/2010JB007844			105.36	82.64	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	9.41E-06		273	20	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			5.03E-05	0	90	6.23E+02
Muxworthy	10.1029/2010JB007844			116.31	82.67	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	6.10E-06		273	21	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			0	0	0	6.73E+02
Muxworthy	10.1029/2010JB007844			205.53	83.14	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.13E-04		273	22	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			5.03E-05	0	90	6.23E+02
Muxworthy	10.1029/2010JB007844			205.44	83.09	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.22E-04		273	23	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			5.03E-05	0	90	6.73E+02
Muxworthy	10.1029/2010JB007844			108.80	82.47	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	4.39E-06		273	24	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			0	0	0	7.23E+02
Muxworthy	10.1029/2010JB007844			203.15	83.12	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.53E-04		273	25	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			5.03E-05	0	90	7.23E+02
Muxworthy	10.1029/2010JB007844			91.79	84.71	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	5.26E-06		273	26	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			5.03E-05	0	90	7.23E+02
Muxworthy	10.1029/2010JB007844			113.93	84.98	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.17E-06		273	27	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			0	0	0	7.73E+02
Muxworthy	10.1029/2010JB007844			200.20	83.02	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.48E-04		273	28	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			5.03E-05	0	90	6.73E+02
Muxworthy	10.1029/2010JB007844			200.70	83.09	p2ac_u:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.54E-04		273	29	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ac_u	u			5.03E-05	0	90	7.73E+02
Muxworthy	10.1029/2010JB007844			268.82	-72.47	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.31E-04		273	0	LT-NO:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			0	0	0	273
Muxworthy	10.1029/2010JB007844			272.70	-71.87	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.36E-04		273	1	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			0	0	0	3.73E+02
Muxworthy	10.1029/2010JB007844			272.82	-71.73	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.33E-04		273	2	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			5.03E-05	0	90	3.73E+02
Muxworthy	10.1029/2010JB007844			272.65	-71.87	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.36E-04		273	3	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			5.03E-05	0	90	3.73E+02
Muxworthy	10.1029/2010JB007844			275.52	-71.53	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.29E-04		273	4	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			0	0	0	4.23E+02
Muxworthy	10.1029/2010JB007844			276.43	-70.55	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.20E-04		273	5	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			5.03E-05	0	90	4.23E+02
Muxworthy	10.1029/2010JB007844			276.18	-71.08	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.27E-04		273	6	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			5.03E-05	0	90	4.23E+02
Muxworthy	10.1029/2010JB007844			281.03	-70.6	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.86E-04		273	7	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			0	0	0	4.73E+02
Muxworthy	10.1029/2010JB007844			281.20	-70.13	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.81E-04		273	8	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			5.03E-05	0	90	3.73E+02
Muxworthy	10.1029/2010JB007844			285.51	-59.79	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.06E-04		273	9	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			5.03E-05	0	90	4.73E+02
Muxworthy	10.1029/2010JB007844			283.58	-70.4	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.28E-04		273	10	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			0	0	0	4.98E+02
Muxworthy	10.1029/2010JB007844			293.87	20.25	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	3.53E-05		273	11	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			5.03E-05	0	90	4.98E+02
Muxworthy	10.1029/2010JB007844			284.01	-70.71	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	7.31E-05		273	12	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			0	0	0	5.23E+02
Muxworthy	10.1029/2010JB007844			321.12	82.82	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.12E-04		273	13	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			5.03E-05	0	90	5.23E+02
Muxworthy	10.1029/2010JB007844			284.19	-69.3	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	6.39E-05		273	14	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			5.03E-05	0	90	5.23E+02
Muxworthy	10.1029/2010JB007844			282.00	-70.55	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	4.11E-05		273	15	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			0	0	0	5.48E+02
Muxworthy	10.1029/2010JB007844			30.55	87.35	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.97E-04		273	16	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			5.03E-05	0	90	5.48E+02
Muxworthy	10.1029/2010JB007844			282.32	-69.21	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.75E-05		273	17	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			0	0	0	5.73E+02
Muxworthy	10.1029/2010JB007844			320.52	78.37	p2ad:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	3.71E-05		273	18	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		p2ad	u			5.03E-05	0	90	4.73E+02
