"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","Treatment Type","Treatment Value","Inclination background & drift corrected (deg)","Declination background & drift corrected (deg)","Intensity background & drift corrected (A/m)","Inclination raw (deg)","Declination raw (deg)","Intensity raw (A/m)","Magnetic moment x (Am²)","Magnetic moment y (Am²)","Magnetic moment z (Am²)","Sample orientation","Raw data","Timestamp (UTC)","Instrument","Text ID","Test No.","Comments"
"999","U999","A","1","H","4","A","42.5","6.925","6.925","IN-LINE AF DEMAG","10","36.9","100.9","1.4340E-5","24.2","20.8","2.1561E-5","1.7982E-9","6.8467E-10","1.0650E-9","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","45.0","6.950","6.950","IN-LINE AF DEMAG","10","1.1","144.0","2.3772E-5","61.5","94.0","1.7834E-5","-5.8346E-11","8.3168E-10","1.8892E-9","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","47.5","6.975","6.975","IN-LINE AF DEMAG","10","-31.0","149.7","2.1727E-5","29.1","168.5","2.0876E-5","-1.7488E-9","3.5679E-10","1.2234E-9","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","50.0","7.000","7.000","IN-LINE AF DEMAG","10","-76.4","161.4","1.7563E-5","-5.0","183.8","1.6218E-5","-1.5770E-9","-1.0406E-10","-1.7044E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","52.5","7.025","7.025","IN-LINE AF DEMAG","10","-65.5","336.0","1.6937E-5","-68.3","244.2","7.0421E-6","-1.1102E-10","-2.2960E-10","-7.8892E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","55.0","7.050","7.050","IN-LINE AF DEMAG","10","-43.5","339.6","1.2680E-5","-33.8","344.6","6.7759E-6","5.3079E-10","-1.4618E-10","-4.5503E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","57.5","7.075","7.075","IN-LINE AF DEMAG","10","-22.8","342.7","6.5634E-6","-55.8","347.3","2.5226E-6","1.3533E-10","-3.0558E-11","-2.5159E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","60.0","7.100","7.100","IN-LINE AF DEMAG","10","20.8","348.3","3.7809E-6","-71.5","70.5","2.9668E-6","3.0794E-11","8.6719E-11","-3.3933E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","62.5","7.125","7.125","IN-LINE AF DEMAG","10","46.8","2.0","7.2801E-6","-53.1","302.8","3.2585E-6","1.0373E-10","-1.6105E-10","-3.1409E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","65.0","7.150","7.150","IN-LINE AF DEMAG","10","42.6","358.3","1.7407E-5","-14.5","279.6","8.9858E-6","1.4262E-10","-8.3911E-10","-2.7061E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","67.5","7.175","7.175","IN-LINE AF DEMAG","10","46.5","358.6","3.1898E-5","-3.4","301.1","1.4131E-5","7.1231E-10","-1.1819E-9","-1.0056E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","70.0","7.200","7.200","IN-LINE AF DEMAG","10","76.7","26.6","3.6609E-5","22.4","335.0","1.2036E-5","9.8621E-10","-4.6003E-10","5.5403E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","72.5","7.225","7.225","IN-LINE AF DEMAG","10","69.8","151.3","3.5328E-5","49.0","45.6","1.0137E-5","4.5461E-10","4.6498E-10","9.2287E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","75.0","7.250","7.250","IN-LINE AF DEMAG","10","49.5","180.2","2.8053E-5","42.2","126.7","7.6847E-6","-3.3306E-10","4.4681E-10","6.2198E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","77.5","7.275","7.275","IN-LINE AF DEMAG","10","48.2","222.1","1.8049E-5","12.1","237.1","6.1069E-6","-3.1685E-10","-4.9058E-10","1.5491E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","80.0","7.300","7.300","IN-LINE AF DEMAG","10","43.6","215.8","1.2691E-5","-2.7","259.6","1.3380E-5","-2.3581E-10","-1.2859E-9","-7.7262E-11","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","82.5","7.325","7.325","IN-LINE AF DEMAG","10","33.5","168.0","8.5121E-6","-9.6","263.9","1.1376E-5","-1.1588E-10","-1.0910E-9","-2.2946E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","85.0","7.350","7.350","IN-LINE AF DEMAG","10","13.5","138.6","7.3075E-6","-47.4","246.3","3.9651E-6","-1.0535E-10","-2.4034E-10","-3.5214E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","87.5","7.375","7.375","IN-LINE AF DEMAG","10","-10.2","175.7","8.3906E-6","-56.2","102.3","5.2469E-6","-6.0777E-11","2.7915E-10","-5.2569E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","90.0","7.400","7.400","IN-LINE AF DEMAG","10","-24.9","196.5","1.7680E-5","-55.5","163.1","1.0443E-5","-5.5348E-10","1.6766E-10","-1.0382E-9","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","92.5","7.425","7.425","IN-LINE AF DEMAG","10","-59.0","215.4","1.7047E-5","-80.6","202.1","1.5257E-5","-2.2528E-10","-9.1675E-11","-1.8155E-9","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","95.0","7.450","7.450","IN-LINE AF DEMAG","10","-46.4","15.0","1.4378E-5","-64.5","22.6","1.9826E-5","7.7065E-10","3.2045E-10","-2.1583E-9","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","97.5","7.475","7.475","IN-LINE AF DEMAG","10","18.8","30.4","1.8965E-5","-28.4","25.6","2.4603E-5","1.9092E-9","9.1510E-10","-1.4109E-9","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","100.0","7.500","7.500","IN-LINE AF DEMAG","10","65.4","35.2","2.0061E-5","-5.2","16.6","1.9971E-5","1.8646E-9","5.5500E-10","-2.1897E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","102.5","7.525","7.525","IN-LINE AF DEMAG","10","73.3","238.8","2.5190E-5","19.9","319.9","1.4829E-5","1.0437E-9","-8.7793E-10","6.0916E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","105.0","7.550","7.550","IN-LINE AF DEMAG","10","48.5","236.3","3.2634E-5","15.5","272.0","1.7301E-5","5.5915E-11","-1.6295E-9","5.5908E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","107.5","7.575","7.575","IN-LINE AF DEMAG","10","26.3","241.9","4.3973E-5","-4.4","232.6","3.6243E-5","-2.1475E-9","-2.8081E-9","-3.3157E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","110.0","7.600","7.600","IN-LINE AF DEMAG","10","25.1","303.2","4.6586E-5","-27.1","250.1","4.1884E-5","-1.2390E-9","-3.4308E-9","-2.3000E-9","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","112.5","7.625","7.625","IN-LINE AF DEMAG","10","60.2","293.8","4.6659E-5","-41.5","282.2","3.6759E-5","5.7049E-10","-2.6313E-9","-2.9383E-9","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","115.0","7.650","7.650","IN-LINE AF DEMAG","10","65.3","187.7","4.9525E-5","-28.0","347.7","2.6589E-5","2.2431E-9","-4.9058E-10","-1.5064E-9","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","117.5","7.675","7.675","IN-LINE AF DEMAG","10","22.7","180.7","5.4360E-5","-24.8","20.9","8.3049E-6","6.8881E-10","2.6346E-10","-4.2009E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","120.0","7.700","7.700","IN-LINE AF DEMAG","10","18.1","182.3","1.5287E-5","-11.6","67.0","2.6679E-6","9.9674E-11","2.3538E-10","-6.4838E-11","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","122.5","7.725","7.725","IN-LINE AF DEMAG","10","38.3","118.8","1.1474E-6","19.9","61.5","3.2288E-6","1.4181E-10","2.6098E-10","1.3239E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","125.0","7.750","7.750","IN-LINE AF DEMAG","10","21.4","354.3","8.3389E-6","25.7","5.6","1.0547E-5","9.2543E-10","9.0023E-11","5.5132E-10","","","2019-01-18 19:57:40","SRM","SHLF9693261","112703961",""
"999","U999","A","1","H","4","A","0.0","6.500","6.500","NRM","0","-25.8","251.8","7.7264E-7","-28.4","201.2","1.0022E-4","-8.0420E-9","-3.1244E-9","-5.7403E-9","SECTION HALF : ARCHIVE","47741241","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","2.5","6.525","6.525","NRM","0","-61.5","164.9","4.0725E-7","-55.6","219.4","4.2771E-5","-1.8257E-9","-1.5015E-9","-4.2560E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","5.0","6.550","6.550","NRM","0","-32.9","194.9","6.1365E-7","-82.2","155.8","1.6126E-5","-1.9449E-10","8.7545E-11","-1.9269E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","7.5","6.575","6.575","NRM","0","-30.1","203.8","7.5596E-7","-46.3","149.1","1.7937E-5","-1.0397E-9","6.2273E-10","-1.5643E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","10.0","6.600","6.600","NRM","0","-33.7","190.3","7.3377E-7","-69.2","133.7","1.6852E-5","-4.0437E-10","4.2369E-10","-1.8997E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","12.5","6.625","6.625","NRM","0","-54.2","237.5","4.7187E-7","-67.7","358.2","1.4713E-5","5.4618E-10","-1.7344E-11","-1.6415E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","15.0","6.650","6.650","NRM","0","-57.1","226.8","4.7509E-7","-81.0","285.0","9.7892E-6","3.8897E-11","-1.4536E-10","-1.1659E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","17.5","6.675","6.675","NRM","0","-37.6","222.7","5.4678E-7","-80.2","166.8","8.2111E-6","-1.3371E-10","3.1384E-11","-9.7567E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","20.0","6.700","6.700","NRM","0","-34.2","201.2","5.7696E-7","-87.3","115.3","5.3404E-6","-1.0535E-11","2.2299E-11","-6.4333E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","22.5","6.725","6.725","NRM","0","-38.8","205.0","5.6236E-7","-27.3","344.9","3.8315E-6","3.2171E-10","-8.6719E-11","-2.1160E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","25.0","6.750","6.750","NRM","0","-44.4","218.1","6.8536E-7","-34.9","307.6","3.1978E-6","1.5640E-10","-2.0317E-10","-2.2091E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","27.5","6.775","6.775","NRM","0","-30.3","211.2","8.3984E-7","-22.1","2.6","8.8335E-6","7.9983E-10","3.6340E-11","-4.0067E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","30.0","6.800","6.800","NRM","0","-26.3","217.8","8.3314E-7","-16.4","12.8","1.0529E-5","9.6352E-10","2.1969E-10","-3.5758E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","32.5","6.825","6.825","NRM","0","-20.1","82.8","5.0812E-7","-11.7","21.3","9.4740E-6","8.4521E-10","3.3036E-10","-2.3179E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","35.0","6.850","6.850","NRM","0","3.3","74.8","5.1582E-6","-24.8","58.8","6.3070E-6","2.9011E-10","4.7902E-10","-3.1914E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","37.5","6.875","6.875","NRM","0","3.4","81.2","8.6702E-6","-40.7","100.6","7.2105E-6","-9.8054E-11","5.2527E-10","-5.6762E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","40.0","6.900","6.900","NRM","0","-0.6","87.7","7.1777E-6","-45.3","30.8","9.7317E-6","5.7536E-10","3.4357E-10","-8.3357E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","42.5","6.925","6.925","NRM","0","-13.8","101.3","2.1608E-6","-0.9","353.8","2.0158E-5","1.9603E-9","-2.1143E-10","-3.9990E-11","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","45.0","6.950","6.950","NRM","0","-61.5","217.2","7.1490E-7","37.3","342.8","2.4015E-5","1.7852E-9","-5.5170E-10","1.7553E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","47.5","6.975","6.975","NRM","0","-56.0","237.8","8.4230E-7","72.6","250.5","2.1597E-5","-2.1150E-10","-5.9713E-10","2.4848E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","50.0","7.000","7.000","NRM","0","-45.1","216.3","9.2722E-7","48.7","191.9","1.9917E-5","-1.2577E-9","-2.6594E-10","1.8050E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","52.5","7.025","7.025","NRM","0","-45.8","206.0","9.7573E-7","44.5","178.2","1.1608E-5","-8.0955E-10","2.4777E-11","9.8111E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","55.0","7.050","7.050","NRM","0","-43.3","197.5","1.0032E-6","44.5","158.9","6.0275E-6","-3.9221E-10","1.5114E-10","5.0977E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","57.5","7.075","7.075","NRM","0","-59.2","226.6","7.8612E-7","-3.0","165.5","4.9615E-6","-4.6920E-10","1.2141E-10","-3.1837E-11","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","60.0","7.100","7.100","NRM","0","-54.5","230.5","7.7444E-7","-51.9","159.8","6.1493E-6","-3.4845E-10","1.2801E-10","-5.8354E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","62.5","7.125","7.125","NRM","0","-50.5","207.2","8.5897E-7","-60.1","204.0","9.9587E-6","-4.4408E-10","-1.9739E-10","-1.0409E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","65.0","7.150","7.150","NRM","0","-53.4","214.2","7.4045E-7","-45.3","215.3","2.0650E-5","-1.1604E-9","-8.2177E-10","-1.7689E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","67.5","7.175","7.175","NRM","0","-63.2","237.6","6.6434E-7","-52.3","218.1","3.1123E-5","-1.4659E-9","-1.1505E-9","-2.9682E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","70.0","7.200","7.200","NRM","0","-55.2","214.0","6.7376E-7","-74.3","283.5","3.2870E-5","2.0340E-10","-8.4407E-10","-3.8169E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","72.5","7.225","7.225","NRM","0","-46.4","207.5","8.5068E-7","-60.6","354.8","3.0046E-5","1.4376E-9","-1.2967E-10","-3.1565E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","75.0","7.250","7.250","NRM","0","-40.6","196.8","9.4642E-7","-49.0","17.8","2.2344E-5","1.3646E-9","4.3690E-10","-2.0348E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","77.5","7.275","7.275","NRM","0","-52.8","198.4","8.9964E-7","-65.9","30.3","1.4202E-5","4.8946E-10","2.8659E-10","-1.5635E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","80.0","7.300","7.300","NRM","0","-43.0","199.4","1.1125E-6","-48.7","297.2","1.3612E-5","4.0194E-10","-7.8130E-10","-1.2335E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","82.5","7.325","7.325","NRM","0","-25.3","189.7","2.0799E-6","-29.4","286.2","1.5398E-5","3.6547E-10","-1.2603E-9","-9.1161E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","85.0","7.350","7.350","NRM","0","-33.4","188.9","2.4106E-6","-38.1","285.7","9.7766E-6","2.0421E-10","-7.2431E-10","-7.2758E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","87.5","7.375","7.375","NRM","0","-49.6","202.3","2.1906E-6","-36.0","16.1","7.8718E-6","5.9886E-10","1.7261E-10","-5.5753E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","90.0","7.400","7.400","NRM","0","-69.3","219.2","1.5606E-6","-14.0","33.4","1.1233E-5","8.9059E-10","5.8639E-10","-3.2729E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","92.5","7.425","7.425","NRM","0","-84.8","216.4","1.2332E-6","-15.9","42.3","6.4222E-6","4.4732E-10","4.0634E-10","-2.1160E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","95.0","7.450","7.450","NRM","0","-81.3","241.7","1.0354E-6","-76.5","162.1","8.8428E-6","-1.9206E-10","6.1943E-11","-1.0370E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","97.5","7.475","7.475","NRM","0","-17.7","304.9","1.6967E-6","-75.2","348.4","1.9039E-5","4.6677E-10","-9.5804E-11","-2.2196E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","100.0","7.500","7.500","NRM","0","3.4","261.9","3.2596E-6","-59.4","348.8","2.3158E-5","1.1321E-9","-2.2382E-10","-2.4033E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","102.5","7.525","7.525","NRM","0","2.5","225.7","6.4771E-6","-57.2","323.0","2.2442E-5","9.4974E-10","-7.1688E-10","-2.2744E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","105.0","7.550","7.550","NRM","0","-1.9","214.0","8.7657E-6","-73.0","325.6","2.1096E-5","4.9837E-10","-3.4110E-10","-2.4328E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","107.5","7.575","7.575","NRM","0","-7.0","191.6","7.7756E-6","-62.6","157.6","2.6178E-5","-1.0883E-9","4.4764E-10","-2.8039E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","110.0","7.600","7.600","NRM","0","-13.7","121.9","1.1381E-5","-44.1","166.9","5.9770E-5","-4.0875E-9","9.4978E-10","-5.0193E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","112.5","7.625","7.625","NRM","0","-13.2","99.2","1.9055E-5","-78.3","117.8","7.0740E-5","-6.5477E-10","1.2430E-9","-8.3536E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","115.0","7.650","7.650","NRM","0","-13.3","88.8","1.5825E-5","-53.4","16.9","7.6260E-5","4.2568E-9","1.2950E-9","-7.3818E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","117.5","7.675","7.675","NRM","0","-22.3","82.7","5.3996E-6","-24.5","8.2","6.3978E-5","5.6352E-9","8.1269E-10","-3.2031E-9","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","120.0","7.700","7.700","NRM","0","-70.5","188.2","1.3861E-6","-23.8","11.5","1.6561E-5","1.4530E-9","2.9567E-10","-8.0445E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","122.5","7.725","7.725","NRM","0","-53.5","198.0","1.8557E-6","-34.3","69.6","2.1035E-6","5.9156E-11","1.5940E-10","-1.4288E-10","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
"999","U999","A","1","H","4","A","125.0","7.750","7.750","NRM","0","-61.6","241.5","1.5947E-6","1.7","44.5","1.5914E-6","1.1102E-10","1.0902E-10","5.8238E-12","","","2019-01-18 19:55:01","SRM","SHLF9693261","112703971",""
