tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	er_synthetic_name	magic_experiment_name	magic_method_codes	magic_software_packages	measurement_chi_volume	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_lab_field_ac	measurement_magn_moment	measurement_number	measurement_standard	measurement_temp	measurement_time_zone	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
TAUXE	This study	318	U1361A	318-U1361A-001H_3A-0.75	318-U1361A-001H_3A-0.75	318-U1361A-001H_3A-0.75		318-U1361A-001H_3A-0.75:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:49	48.8		g	-7.49E+01		4.17E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_3A-0.8	318-U1361A-001H_3A-0.8	318-U1361A-001H_3A-0.8		318-U1361A-001H_3A-0.8:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:49	28.8		g	-7.94E+01		4.85E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_3A-0.85	318-U1361A-001H_3A-0.85	318-U1361A-001H_3A-0.85		318-U1361A-001H_3A-0.85:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:49	41.6		g	-6.20E+01		5.17E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_3A-0.9	318-U1361A-001H_3A-0.9	318-U1361A-001H_3A-0.9		318-U1361A-001H_3A-0.9:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:49	41.1		g	-4.52E+01		4.15E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_3A-0.95	318-U1361A-001H_3A-0.95	318-U1361A-001H_3A-0.95		318-U1361A-001H_3A-0.95:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:49	63		g	-3.91E+01		2.87E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_3A-1	318-U1361A-001H_3A-1	318-U1361A-001H_3A-1		318-U1361A-001H_3A-1:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:49	70.6		g	-5.95E+01		2.60E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_3A-1.05	318-U1361A-001H_3A-1.05	318-U1361A-001H_3A-1.05		318-U1361A-001H_3A-1.05:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:49	59.2		g	-6.10E+01		2.91E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_3A-1.1	318-U1361A-001H_3A-1.1	318-U1361A-001H_3A-1.1		318-U1361A-001H_3A-1.1:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:49	58.9		g	-5.83E+01		3.15E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_3A-1.15	318-U1361A-001H_3A-1.15	318-U1361A-001H_3A-1.15		318-U1361A-001H_3A-1.15:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:49	57.2		g	-6.26E+01		3.31E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_3A-1.2	318-U1361A-001H_3A-1.2	318-U1361A-001H_3A-1.2		318-U1361A-001H_3A-1.2:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:49	57.4		g	-6.79E+01		3.50E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_3A-1.25	318-U1361A-001H_3A-1.25	318-U1361A-001H_3A-1.25		318-U1361A-001H_3A-1.25:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:49	55.4		g	-6.82E+01		3.51E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_3A-1.3	318-U1361A-001H_3A-1.3	318-U1361A-001H_3A-1.3		318-U1361A-001H_3A-1.3:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:49	49.5		g	-6.64E+01		3.26E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_3A-1.35	318-U1361A-001H_3A-1.35	318-U1361A-001H_3A-1.35		318-U1361A-001H_3A-1.35:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:49	44.3		g	-6.36E+01		3.09E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_3A-1.4	318-U1361A-001H_3A-1.4	318-U1361A-001H_3A-1.4		318-U1361A-001H_3A-1.4:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:49	40.9		g	-6.28E+01		2.87E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_3A-1.45	318-U1361A-001H_3A-1.45	318-U1361A-001H_3A-1.45		318-U1361A-001H_3A-1.45:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:49	35.7		g	-6.31E+01		2.76E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-0.1	318-U1361A-001H_4A-0.1	318-U1361A-001H_4A-0.1		318-U1361A-001H_4A-0.1:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	18.9		g	-5.79E+01		3.66E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-0.15	318-U1361A-001H_4A-0.15	318-U1361A-001H_4A-0.15		318-U1361A-001H_4A-0.15:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	21.8		g	-6.01E+01		3.44E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-0.2	318-U1361A-001H_4A-0.2	318-U1361A-001H_4A-0.2		318-U1361A-001H_4A-0.2:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	25.5		g	-6.36E+01		3.61E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-0.25	318-U1361A-001H_4A-0.25	318-U1361A-001H_4A-0.25		318-U1361A-001H_4A-0.25:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	32.5		g	-6.60E+01		4.41E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-0.3	318-U1361A-001H_4A-0.3	318-U1361A-001H_4A-0.3		318-U1361A-001H_4A-0.3:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	30.8		g	-6.80E+01		5.19E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-0.35	318-U1361A-001H_4A-0.35	318-U1361A-001H_4A-0.35		318-U1361A-001H_4A-0.35:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	35.1		g	-7.02E+01		5.71E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-0.4	318-U1361A-001H_4A-0.4	318-U1361A-001H_4A-0.4		318-U1361A-001H_4A-0.4:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	40.9		g	-7.28E+01		6.54E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-0.45	318-U1361A-001H_4A-0.45	318-U1361A-001H_4A-0.45		318-U1361A-001H_4A-0.45:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	37.9		g	-7.04E+01		7.46E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-0.5	318-U1361A-001H_4A-0.5	318-U1361A-001H_4A-0.5		318-U1361A-001H_4A-0.5:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	35.5		g	-6.93E+01		7.16E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-0.55	318-U1361A-001H_4A-0.55	318-U1361A-001H_4A-0.55		318-U1361A-001H_4A-0.55:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	38.7		g	-6.73E+01		6.12E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-0.6	318-U1361A-001H_4A-0.6	318-U1361A-001H_4A-0.6		318-U1361A-001H_4A-0.6:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	41.5		g	-7.12E+01		4.76E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-0.65	318-U1361A-001H_4A-0.65	318-U1361A-001H_4A-0.65		318-U1361A-001H_4A-0.65:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	42.1		g	-6.92E+01		3.75E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-0.7	318-U1361A-001H_4A-0.7	318-U1361A-001H_4A-0.7		318-U1361A-001H_4A-0.7:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	41.9		g	-6.06E+01		3.43E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-0.75	318-U1361A-001H_4A-0.75	318-U1361A-001H_4A-0.75		318-U1361A-001H_4A-0.75:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	51.4		g	-6.24E+01		3.12E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-0.8	318-U1361A-001H_4A-0.8	318-U1361A-001H_4A-0.8		318-U1361A-001H_4A-0.8:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	56.2		g	-7.10E+01		3.19E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-0.85	318-U1361A-001H_4A-0.85	318-U1361A-001H_4A-0.85		318-U1361A-001H_4A-0.85:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	44.1		g	-7.00E+01		3.40E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-0.9	318-U1361A-001H_4A-0.9	318-U1361A-001H_4A-0.9		318-U1361A-001H_4A-0.9:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	36		g	-6.93E+01		3.61E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-0.95	318-U1361A-001H_4A-0.95	318-U1361A-001H_4A-0.95		318-U1361A-001H_4A-0.95:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	20.3		g	-6.92E+01		3.84E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-1	318-U1361A-001H_4A-1	318-U1361A-001H_4A-1		318-U1361A-001H_4A-1:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	18.5		g	-7.28E+01		4.12E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-1.05	318-U1361A-001H_4A-1.05	318-U1361A-001H_4A-1.05		318-U1361A-001H_4A-1.05:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	36.8		g	-7.29E+01		4.94E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-001H_4A-1.1	318-U1361A-001H_4A-1.1	318-U1361A-001H_4A-1.1		318-U1361A-001H_4A-1.1:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:26:13:50	36.3		g	-7.09E+01		5.27E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
