tab	measurements
analysts	citations	description	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	meas_temp	measurement	method_codes	quality	sequence	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_mw_integral	treat_mw_power	treat_mw_time	treat_step_num
Elliot Hurst	This study	Step Type-I:Step Number-5	339.91	52.29	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	Tristan:Tristan	1.6219999999999998e-07	273.0	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD_11	LT-M-I:LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	g	12	NVPADC17A2	u	2013:09:18:15:37:49		3e-05	0	90	138.12	30	5	11
Elliot Hurst	This study	Step Type-Z:Step Number-6	340.78	35.95	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	Tristan:Tristan	9.449e-08	273.0	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD_12	LT-M-Z:LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	g	13	NVPADC17A2	u	2013:09:18:15:42:22		0.0	0	0	153.55	30	6	12
Elliot Hurst	This study	Step Type-I:Step Number-6	342.15	61.9	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	Tristan:Tristan	1.501e-07	273.0	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD_13	LT-M-I:LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	g	14	NVPADC17A2	u	2013:09:18:15:44:25		3e-05	0	90	153.74	30	6	13
Elliot Hurst	This study	Step Type-T:Step Number-6	341.31	38.46	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	Tristan:Tristan	8.666000000000001e-08	273.0	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD_14	LT-PMRM-MD:LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	g	15	NVPADC17A2	u	2013:09:18:15:46:18		0.0	0	0	154.68	30	6	14
Elliot Hurst	This study	Step Type-P:Step Number-4	339.84	54.21	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	Tristan:Tristan	1.1449999999999999e-07	273.0	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD_15	LT-PMRM-I:LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	g	16	NVPADC17A2	u	2013:09:18:15:48:18		3e-05	0	90	128.26	28	5	15
Elliot Hurst	This study	Step Type-Z:Step Number-7	338.71	33.62	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	Tristan:Tristan	6.580000000000001e-08	273.0	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD_16	LT-M-Z:LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	g	17	NVPADC17A2	u	2013:09:18:15:50:15		0.0	0	0	169.88	30	6	16
Elliot Hurst	This study	Step Type-I:Step Number-7	346.14	70.01	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	Tristan:Tristan	1.483e-07	273.0	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD_17	LT-M-I:LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	g	18	NVPADC17A2	u	2013:09:18:15:52:10		3e-05	0	90	171.6	30	6	17
Elliot Hurst	This study	Step Type-Z:Step Number-8	348.13	39.91	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	Tristan:Tristan	4.713e-08	273.0	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD_18	LT-M-Z:LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	g	19	NVPADC17A2	u	2013:09:18:15:54:13		0.0	0	0	183.21	30	6	18
Elliot Hurst	This study	Step Type-I:Step Number-8	344.57	74.65	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	Tristan:Tristan	1.452e-07	273.0	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD_19	LT-M-I:LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	g	20	NVPADC17A2	u	2013:09:18:15:56:30		3e-05	0	90	185.96	30	6	19
Elliot Hurst	This study	Step Type-T:Step Number-8	343.63	40.79	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	Tristan:Tristan	4.72e-08	273.0	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD_20	LT-PMRM-MD:LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	g	21	NVPADC17A2	u	2013:09:18:15:58:29		0.0	0	0	182.85	30	6	20
Elliot Hurst	This study	Step Type-P:Step Number-6	347.79	73.17	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	Tristan:Tristan	1.227e-07	273.0	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD_21	LT-PMRM-I:LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	g	22	NVPADC17A2	u	2013:09:18:16:00:34		3e-05	0	90	154.22	30	6	21
Elliot Hurst	This study	Step Type-Z:Step Number-9	337.87	40.0	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	Tristan:Tristan	3.3760000000000006e-08	273.0	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD_22	LT-M-Z:LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	g	23	NVPADC17A2	u	2013:09:18:16:03:11		0.0	0	0	200.03	30	7	22
Elliot Hurst	This study	Step Type-I:Step Number-9	348.62	79.74	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	Tristan:Tristan	1.42e-07	273.0	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD_23	LT-M-I:LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	g	24	NVPADC17A2	u	2013:09:18:16:05:57		3e-05	0	90	200.25	30	7	23
Elliot Hurst	This study	Step Type-Z:Step Number-10	345.42	43.73	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	Tristan:Tristan	2.769e-08	273.0	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD_24	LT-M-Z:LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	g	25	NVPADC17A2	u	2013:09:18:16:08:24		0.0	0	0	216.89	30	8	24
Elliot Hurst	This study	Step Type-I:Step Number-10	351.97	81.64	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	Tristan:Tristan	1.459e-07	273.0	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD_25	LT-M-I:LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	g	26	NVPADC17A2	u	2013:09:18:16:10:54		3e-05	0	90	216.09	30	8	25
Elliot Hurst	This study	Step Type-T:Step Number-10	331.45	47.14	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	Tristan:Tristan	2.7460000000000006e-08	273.0	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD_26	LT-PMRM-MD:LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	g	27	NVPADC17A2	u	2013:09:18:16:13:08		0.0	0	0	209.37	30	8	26
Elliot Hurst	This study	Step Type-P:Step Number-8	356.11	82.88	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	Tristan:Tristan	1.324e-07	273.0	NVPADC17A2  :LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD_27	LT-PMRM-I:LP-PI-M:LP-PI-ZI:LP-PI-M-ZI:LP-PI-ALT-PMRM:LP-PI-BT-MD	g	28	NVPADC17A2	u	2013:09:18:16:15:16		3e-05	0	90	179.01	30	6	27
Elliot Hurst	This study	Step Type-NRM:Step Number-0	65.56	30.86	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	5.326e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_0	LT-NO:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	29	NVPADC18A2	u	2013:09:11:09:44:38		0.0	0	0	0.0	0	0	0
Elliot Hurst	This study	Step Type-Z:Step Number-1	65.18	30.94	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	5.296e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_1	LT-M-Z:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	30	NVPADC18A2	u	2013:09:11:10:00:37		0.0	0	0	0.0	5	5	1
Elliot Hurst	This study	Step Type-Z:Step Number-2	65.75	30.51	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	5.247e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_2	LT-M-Z:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	31	NVPADC18A2	u	2013:09:11:10:02:25		0.0	0	0	0.0	10	5	2
Elliot Hurst	This study	Step Type-I:Step Number-2	65.39	31.1	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	5.266e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_3	LT-M-I:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	32	NVPADC18A2	u	2013:09:11:10:04:42		3e-05	0	90	0.0	10	5	3
Elliot Hurst	This study	Step Type-I:Step Number-3	65.15	31.68	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	5.218e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_4	LT-M-I:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	33	NVPADC18A2	u	2013:09:11:10:06:38		3e-05	0	90	0.0	15	5	4
Elliot Hurst	This study	Step Type-Z:Step Number-3	64.87	30.83	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	5.156e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_5	LT-M-Z:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	34	NVPADC18A2	u	2013:09:11:10:08:36		0.0	0	0	0.0	15	5	5
Elliot Hurst	This study	Step Type-P:Step Number-2	65.0	31.28	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	5.181000000000001e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_6	LT-PMRM-I:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	35	NVPADC18A2	u	2013:09:11:10:11:17		3e-05	0	90	0.0	10	5	6
Elliot Hurst	This study	Step Type-Z:Step Number-4	64.85	30.72	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	5.027000000000001e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_7	LT-M-Z:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	36	NVPADC18A2	u	2013:09:11:10:13:29		0.0	0	0	0.0	20	5	7
Elliot Hurst	This study	Step Type-I:Step Number-4	64.69	32.24	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	5.093999999999999e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_8	LT-M-I:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	37	NVPADC18A2	u	2013:09:11:10:15:35		3e-05	0	90	0.0	20	5	8
Elliot Hurst	This study	Step Type-I:Step Number-5	64.38	36.66	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	4.61e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_9	LT-M-I:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	38	NVPADC18A2	u	2013:09:11:10:17:41		3e-05	0	90	0.0	25	5	9
Elliot Hurst	This study	Step Type-Z:Step Number-5	64.42	31.14	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	4.181e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_10	LT-M-Z:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	39	NVPADC18A2	u	2013:09:11:10:19:44		0.0	0	0	0.0	25	5	10
Elliot Hurst	This study	Step Type-P:Step Number-3	64.68	32.28	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	4.2340000000000005e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_11	LT-PMRM-I:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	40	NVPADC18A2	u	2013:09:11:10:21:48		3e-05	0	90	0.0	15	5	11
Elliot Hurst	This study	Step Type-Z:Step Number-6	64.5	31.17	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	3.601e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_12	LT-M-Z:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	41	NVPADC18A2	u	2013:09:11:10:24:19		0.0	0	0	0.0	28	5	12
Elliot Hurst	This study	Step Type-I:Step Number-6	64.29	42.65	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	4.078e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_13	LT-M-I:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	42	NVPADC18A2	u	2013:09:11:10:27:36		3e-05	0	90	0.0	28	5	13
Elliot Hurst	This study	Step Type-I:Step Number-7	63.9	49.01	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	3.7100000000000003e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_14	LT-M-I:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	43	NVPADC18A2	u	2013:09:11:10:29:46		3e-05	0	90	0.0	30	5	14
Elliot Hurst	This study	Step Type-Z:Step Number-7	64.16	32.88	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	2.944e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_15	LT-M-Z:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	44	NVPADC18A2	u	2013:09:11:10:31:48		0.0	0	0	0.0	30	5	15
Elliot Hurst	This study	Step Type-P:Step Number-5	63.9	42.22	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	3.311e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_16	LT-PMRM-I:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	45	NVPADC18A2	u	2013:09:11:10:34:06		3e-05	0	90	0.0	25	5	16
Elliot Hurst	This study	Step Type-Z:Step Number-8	64.33	31.59	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	2.3989999999999997e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_17	LT-M-Z:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	46	NVPADC18A2	u	2013:09:11:10:37:13		0.0	0	0	0.0	30	6	17
Elliot Hurst	This study	Step Type-I:Step Number-8	63.27	55.09	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	3.414e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_18	LT-M-I:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	47	NVPADC18A2	u	2013:09:11:10:40:34		3e-05	0	90	0.0	30	6	18
Elliot Hurst	This study	Step Type-I:Step Number-9	62.67	61.36	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	3.206e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_19	LT-M-I:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	48	NVPADC18A2	u	2013:09:11:10:43:04		3e-05	0	90	0.0	30	6	19
Elliot Hurst	This study	Step Type-Z:Step Number-9	64.16	33.08	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	Tristan:Tristan	1.827e-07	273.0	NVPADC18A2  :LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM_20	LT-M-Z:LP-PI-M:LP-PI-BT-IZZI:LP-PI-ALT-PMRM	g	49	NVPADC18A2	u	2013:09:11:10:45:33		0.0	0	0	0.0	30	6	20
