tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	er_synthetic_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_standard	measurement_temp	measurement_time_zone	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
Saiko	This study	U1359A	318-U1359A-002H-1-W-109	318-U1359A-002H-1-W-10	318-U1359A-002H-1-W-109		318-U1359A-002H-1-W-109:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:08:12:32:00.00	72.4		g	-39.3	1.950e-07	11	4	u	2.730e+02	SAN	0	0	0	0	8.230e+02
Saiko	This study	U1359A	318-U1359A-002H-1-W-109	318-U1359A-002H-1-W-10	318-U1359A-002H-1-W-109		318-U1359A-002H-1-W-109:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.7	2012:07:08:14:55:00.00	65.4		g	-38.6	1.227e-07	12	4	u	2.730e+02	SAN	0	0	0	0	8.480e+02
Saiko	This study	U1359A	318-U1359A-002H-1-W-109	318-U1359A-002H-1-W-10	318-U1359A-002H-1-W-109		318-U1359A-002H-1-W-109:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:08:17:15:00.00	52.6		g	-31.9	5.448e-08	13	4	u	2.730e+02	SAN	0	0	0	0	8.730e+02
Saiko	This study	U1359A	318-U1359A-002H-1-W-109	318-U1359A-002H-1-W-10	318-U1359A-002H-1-W-109		318-U1359A-002H-1-W-109:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.3	2012:07:08:19:45:00.00	25.9		g	-6.5	2.190e-08	14	4	u	2.730e+02	SAN	0	0	0	0	8.980e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-6	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:04:15:10:00.00	86.8		g	-41.1	1.684e-06	1	4	u	2.730e+02	SAN	0	0	0	0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-6	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:05:10:46:00.00	83.2		g	-38.5	1.536e-06	2	4	u	2.730e+02	SAN	0	0	0	0	3.730e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-6	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.6	2012:07:05:13:33:00.00	85.7		g	-33.9	1.130e-06	3	4	u	2.730e+02	SAN	0	0	0	0	4.730e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-6	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:05:16:03:00.00	88.1		g	-32.4	6.009e-07	4	4	u	2.730e+02	SAN	0	0	0	0	5.730e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-6	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:05:18:47:00.00	85.4		g	-31.8	4.811e-07	5	4	u	2.730e+02	SAN	0	0	0	0	5.980e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-6	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:06:15:38:00.00	80.8		g	-31.1	4.153e-07	6	4	u	2.730e+02	SAN	0	0	0	0	6.230e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-6	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:06:18:32:00.00	87.5		g	-30.4	3.713e-07	7	4	u	2.730e+02	SAN	0	0	0	0	6.480e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-6	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:07:11:44:00.00	83.1		g	-29.5	3.362e-07	8	4	u	2.730e+02	SAN	0	0	0	0	6.730e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-6	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:07:15:02:00.00	83.2		g	-27.3	2.734e-07	9	4	u	2.730e+02	SAN	0	0	0	0	7.230e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-6	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:07:17:27:00.00	86.8		g	-25.3	2.133e-07	10	4	u	2.730e+02	SAN	0	0	0	0	7.730e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-6	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.7	2012:07:08:12:33:00.00	84.5		g	-23.9	1.342e-07	11	4	u	2.730e+02	SAN	0	0	0	0	8.230e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-6	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:08:14:55:00.00	78.9		g	-23.7	8.395e-08	12	4	u	2.730e+02	SAN	0	0	0	0	8.480e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-6	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:08:17:15:00.00	64.3		g	-23.9	3.620e-08	13	4	u	2.730e+02	SAN	0	0	0	0	8.730e+02
Saiko	This study	U1359A	318-U1359A-002H-4-W-65	318-U1359A-002H-4-W-6	318-U1359A-002H-4-W-65		318-U1359A-002H-4-W-65:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:08:19:46:00.00	31.6		g	-15.7	1.540e-08	14	4	u	2.730e+02	SAN	0	0	0	0	8.980e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:04:15:11:00.00	78.5		g	-53.8	9.130e-07	1	4	u	2.730e+02	SAN	0	0	0	0	2.730e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:05:10:47:00.00	81.5		g	-51.5	8.251e-07	2	4	u	2.730e+02	SAN	0	0	0	0	3.730e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.9	2012:07:05:13:34:00.00	77.7		g	-47.2	6.067e-07	3	4	u	2.730e+02	SAN	0	0	0	0	4.730e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:05:16:04:00.00	76.0		g	-41.5	3.526e-07	4	4	u	2.730e+02	SAN	0	0	0	0	5.730e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.3	2012:07:05:18:48:00.00	73.5		g	-39.2	2.789e-07	5	4	u	2.730e+02	SAN	0	0	0	0	5.980e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:06:15:39:00.00	70.2		g	-37.3	2.322e-07	6	4	u	2.730e+02	SAN	0	0	0	0	6.230e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:06:18:33:00.00	69.2		g	-36.2	1.982e-07	7	4	u	2.730e+02	SAN	0	0	0	0	6.480e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:07:11:45:00.00	66.8		g	-34.8	1.732e-07	8	4	u	2.730e+02	SAN	0	0	0	0	6.730e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.3	2012:07:07:15:02:00.00	67.0		g	-32.3	1.368e-07	9	4	u	2.730e+02	SAN	0	0	0	0	7.230e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.6	2012:07:07:17:27:00.00	66.0		g	-30.5	1.044e-07	10	4	u	2.730e+02	SAN	0	0	0	0	7.730e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:08:12:33:00.00	58.1		g	-28.2	6.729e-08	11	4	u	2.730e+02	SAN	0	0	0	0	8.230e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.3	2012:07:08:14:56:00.00	49.2		g	-24.1	4.681e-08	12	4	u	2.730e+02	SAN	0	0	0	0	8.480e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:08:17:16:00.00	44.9		g	-17.5	3.135e-08	13	4	u	2.730e+02	SAN	0	0	0	0	8.730e+02
Saiko	This study	U1359A	318-U1359A-002H-6-W-7	318-U1359A-002H-6-W-	318-U1359A-002H-6-W-7		318-U1359A-002H-6-W-7:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.3	2012:07:08:19:46:00.00	26.5		g	-5.3	2.162e-08	14	4	u	2.730e+02	SAN	0	0	0	0	8.980e+02
Saiko	This study	U1359A	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-3	318-U1359A-003H-2-W-37		318-U1359A-003H-2-W-37:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:04:15:11:00.00	91.2		g	-49.2	1.212e-06	1	4	u	2.730e+02	SAN	0	0	0	0	2.730e+02
Saiko	This study	U1359A	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-3	318-U1359A-003H-2-W-37		318-U1359A-003H-2-W-37:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:05:10:47:00.00	88.7		g	-47.2	1.096e-06	2	4	u	2.730e+02	SAN	0	0	0	0	3.730e+02
Saiko	This study	U1359A	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-3	318-U1359A-003H-2-W-37		318-U1359A-003H-2-W-37:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:05:13:34:00.00	85.6		g	-43.1	8.285e-07	3	4	u	2.730e+02	SAN	0	0	0	0	4.730e+02
Saiko	This study	U1359A	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-3	318-U1359A-003H-2-W-37		318-U1359A-003H-2-W-37:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:05:16:04:00.00	79.5		g	-39.6	3.454e-07	4	4	u	2.730e+02	SAN	0	0	0	0	5.730e+02
Saiko	This study	U1359A	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-3	318-U1359A-003H-2-W-37		318-U1359A-003H-2-W-37:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:05:18:48:00.00	80.3		g	-39.2	2.583e-07	5	4	u	2.730e+02	SAN	0	0	0	0	5.980e+02
Saiko	This study	U1359A	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-3	318-U1359A-003H-2-W-37		318-U1359A-003H-2-W-37:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.6	2012:07:06:15:40:00.00	79.0		g	-38.5	2.209e-07	6	4	u	2.730e+02	SAN	0	0	0	0	6.230e+02
Saiko	This study	U1359A	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-3	318-U1359A-003H-2-W-37		318-U1359A-003H-2-W-37:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:06:18:33:00.00	79.7		g	-38.4	1.958e-07	7	4	u	2.730e+02	SAN	0	0	0	0	6.480e+02
Saiko	This study	U1359A	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-3	318-U1359A-003H-2-W-37		318-U1359A-003H-2-W-37:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.6	2012:07:07:11:45:00.00	76.8		g	-38.0	1.762e-07	8	4	u	2.730e+02	SAN	0	0	0	0	6.730e+02
Saiko	This study	U1359A	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-3	318-U1359A-003H-2-W-37		318-U1359A-003H-2-W-37:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:07:15:03:00.00	76.4		g	-36.1	1.443e-07	9	4	u	2.730e+02	SAN	0	0	0	0	7.230e+02
Saiko	This study	U1359A	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-3	318-U1359A-003H-2-W-37		318-U1359A-003H-2-W-37:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:07:17:28:00.00	78.6		g	-35.3	1.121e-07	10	4	u	2.730e+02	SAN	0	0	0	0	7.730e+02
Saiko	This study	U1359A	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-3	318-U1359A-003H-2-W-37		318-U1359A-003H-2-W-37:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:08:12:34:00.00	75.1		g	-35.5	7.249e-08	11	4	u	2.730e+02	SAN	0	0	0	0	8.230e+02
Saiko	This study	U1359A	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-3	318-U1359A-003H-2-W-37		318-U1359A-003H-2-W-37:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:08:14:56:00.00	69.7		g	-35.3	4.939e-08	12	4	u	2.730e+02	SAN	0	0	0	0	8.480e+02
Saiko	This study	U1359A	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-3	318-U1359A-003H-2-W-37		318-U1359A-003H-2-W-37:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:08:17:16:00.00	50.9		g	-32.2	2.748e-08	13	4	u	2.730e+02	SAN	0	0	0	0	8.730e+02
Saiko	This study	U1359A	318-U1359A-003H-2-W-37	318-U1359A-003H-2-W-3	318-U1359A-003H-2-W-37		318-U1359A-003H-2-W-37:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.3	2012:07:08:19:47:00.00	13.2		g	-17.0	1.435e-08	14	4	u	2.730e+02	SAN	0	0	0	0	8.980e+02
Saiko	This study	U1359A	318-U1359A-003H-6-W-66	318-U1359A-003H-6-W-6	318-U1359A-003H-6-W-66		318-U1359A-003H-6-W-66:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:04:15:12:00.00	92.8		g	-50.6	2.363e-06	1	4	u	2.730e+02	SAN	0	0	0	0	2.730e+02
Saiko	This study	U1359A	318-U1359A-003H-6-W-66	318-U1359A-003H-6-W-6	318-U1359A-003H-6-W-66		318-U1359A-003H-6-W-66:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:05:10:48:00.00	92.6		g	-48.6	2.139e-06	2	4	u	2.730e+02	SAN	0	0	0	0	3.730e+02
Saiko	This study	U1359A	318-U1359A-003H-6-W-66	318-U1359A-003H-6-W-6	318-U1359A-003H-6-W-66		318-U1359A-003H-6-W-66:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.6	2012:07:05:13:35:00.00	91.0		g	-45.3	1.625e-06	3	4	u	2.730e+02	SAN	0	0	0	0	4.730e+02
Saiko	This study	U1359A	318-U1359A-003H-6-W-66	318-U1359A-003H-6-W-6	318-U1359A-003H-6-W-66		318-U1359A-003H-6-W-66:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:05:16:05:00.00	90.4		g	-42.5	7.480e-07	4	4	u	2.730e+02	SAN	0	0	0	0	5.730e+02
Saiko	This study	U1359A	318-U1359A-003H-6-W-66	318-U1359A-003H-6-W-6	318-U1359A-003H-6-W-66		318-U1359A-003H-6-W-66:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:05:18:49:00.00	91.9		g	-42.3	5.687e-07	5	4	u	2.730e+02	SAN	0	0	0	0	5.980e+02
Saiko	This study	U1359A	318-U1359A-003H-6-W-66	318-U1359A-003H-6-W-6	318-U1359A-003H-6-W-66		318-U1359A-003H-6-W-66:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.6	2012:07:06:15:41:00.00	92.9		g	-42.3	4.795e-07	6	4	u	2.730e+02	SAN	0	0	0	0	6.230e+02
Saiko	This study	U1359A	318-U1359A-003H-6-W-66	318-U1359A-003H-6-W-6	318-U1359A-003H-6-W-66		318-U1359A-003H-6-W-66:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.3	2012:07:06:18:34:00.00	86.6		g	-42.1	4.246e-07	7	4	u	2.730e+02	SAN	0	0	0	0	6.480e+02
Saiko	This study	U1359A	318-U1359A-003H-6-W-66	318-U1359A-003H-6-W-6	318-U1359A-003H-6-W-66		318-U1359A-003H-6-W-66:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:07:11:46:00.00	86.5		g	-41.6	3.890e-07	8	4	u	2.730e+02	SAN	0	0	0	0	6.730e+02
Saiko	This study	U1359A	318-U1359A-003H-6-W-66	318-U1359A-003H-6-W-6	318-U1359A-003H-6-W-66		318-U1359A-003H-6-W-66:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:07:15:03:00.00	90.7		g	-40.3	3.358e-07	9	4	u	2.730e+02	SAN	0	0	0	0	7.230e+02
Saiko	This study	U1359A	318-U1359A-003H-6-W-66	318-U1359A-003H-6-W-6	318-U1359A-003H-6-W-66		318-U1359A-003H-6-W-66:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:07:17:28:00.00	87.7		g	-39.1	2.836e-07	10	4	u	2.730e+02	SAN	0	0	0	0	7.730e+02
Saiko	This study	U1359A	318-U1359A-003H-6-W-66	318-U1359A-003H-6-W-6	318-U1359A-003H-6-W-66		318-U1359A-003H-6-W-66:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	1.1	2012:07:08:12:34:00.00	87.4		g	-37.5	2.136e-07	11	4	u	2.730e+02	SAN	0	0	0	0	8.230e+02
Saiko	This study	U1359A	318-U1359A-003H-6-W-66	318-U1359A-003H-6-W-6	318-U1359A-003H-6-W-66		318-U1359A-003H-6-W-66:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.3	2012:07:08:14:56:00.00	84.3		g	-36.9	1.567e-07	12	4	u	2.730e+02	SAN	0	0	0	0	8.480e+02
Saiko	This study	U1359A	318-U1359A-003H-6-W-66	318-U1359A-003H-6-W-6	318-U1359A-003H-6-W-66		318-U1359A-003H-6-W-66:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:08:17:17:00.00	78.4		g	-36.9	7.644e-08	13	4	u	2.730e+02	SAN	0	0	0	0	8.730e+02
Saiko	This study	U1359A	318-U1359A-003H-6-W-66	318-U1359A-003H-6-W-6	318-U1359A-003H-6-W-66		318-U1359A-003H-6-W-66:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:08:19:47:00.00	27.7		g	-16.8	2.336e-08	14	4	u	2.730e+02	SAN	0	0	0	0	8.980e+02
Saiko	This study	U1359A	318-U1359A-004H-2-W-130	318-U1359A-004H-2-W-13	318-U1359A-004H-2-W-130		318-U1359A-004H-2-W-130:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:04:15:15:00.00	87.4		g	-51.2	1.336e-06	1	4	u	2.730e+02	SAN	0	0	0	0	2.730e+02
Saiko	This study	U1359A	318-U1359A-004H-2-W-130	318-U1359A-004H-2-W-13	318-U1359A-004H-2-W-130		318-U1359A-004H-2-W-130:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.4	2012:07:05:10:49:00.00	86.3		g	-49.5	1.217e-06	2	4	u	2.730e+02	SAN	0	0	0	0	3.730e+02
Saiko	This study	U1359A	318-U1359A-004H-2-W-130	318-U1359A-004H-2-W-13	318-U1359A-004H-2-W-130		318-U1359A-004H-2-W-130:LP-IRM-3D	SIO-flo	:LP-IRM-3D	pmagpy-2.132	0.5	2012:07:05:13:39:00.00	86.1		g	-46.0	9.654e-07	3	4	u	2.730e+02	SAN	0	0	0	0	4.730e+02
