tab 	er_ages
age	age_description	age_sigma	er_citation_names	er_expedition_name	er_location_name	er_timescale_citation_names	magic_method_codes	tiepoint_height	tiepoint_height_sigma	tiepoint_name	tiepoint_type
4.74	14H-CC to 15X-CC ; Depth scale in mbsf.	0.03	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	137.07	4.66	Thalassiosira inura FO	Diatom event
5	12H-CC to 18X-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	139.21	27.89	Lychnocanium grande LCO	Radiolarian event
6.033	16H-2, 30 to 16H-2, 35 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	143.83	0.02	C3An.1n (y)	magnetic reversal boundary
6.252	17X-2, 80 to 17X-2, 80 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	153.8	0	C3An.1n (o)	magnetic reversal boundary
6.436	18X-3, 89 to 18X-4, 89 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	162.84	0.75	C3An.2n (y)	magnetic reversal boundary
5.91	17H-CC to 18X-CC ; Depth scale in mbsf.	1.01	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	163.72	3.38	Thalassiosira miocenica LO	Diatom event
5.98	17H-CC to 18X-CC ; Depth scale in mbsf.	0.88	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	163.72	3.38	Fragilariopsis donahuensis LO	Diatom event
6.733	18X-5, 89 to 20X-1, 37 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	171.43	6.34	C3An.2n (o)	magnetic reversal boundary
7.29	18X-CC to 20X-CC ; Depth scale in mbsf.	1.04	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	175.57	8.62	Thalassiosira miocenica FO	Diatom event
6.85	18X-CC to 20X-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	175.76	8.66	Thalassiosira mahoodii LO	Diatom event
7.8	20X-CC to 22X-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	194.6	10.42	Acrosphaera? labrata FO	Radiolarian event
6.175	22X-CC to 23X-CC ; Depth scale in mbsf.	1.035	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	210.34	5.32	Thalassiosira oliverana FO	Diatom event
8.625	22X-CC to 23X-CC ; Depth scale in mbsf.	0.055	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	210.56	5.35	Denticulopsis simonsenii LAO	Diatom event
7.23	23X-CC to 24X-CC ; Depth scale in mbsf.	0.8	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	217.24	1.58	Thalassiosira torokina FO	Diatom event
9.1	23X-CC to 25X-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	225.36	9.46	Cycladophora spongothrax LO	Radiolarian event
8.769	25X-5, 60 to 25X-6, 60 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	232.75	0.75	C4An (y)	magnetic reversal boundary
8.47	27X-CC to 28X-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	258.27	5.38	Thalassiosira mahoodii FO	Diatom event
10.4	30X-1 to 31X-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	278.2	4.8	Acrosphaera australis FO	Radiolarian event
10.5	31X-CC to 31X-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	283.05	0.04	Eucyritidium pseudoinflatum FO	Radiolarian event
9.64	31X-CC to 32X-CC ; Depth scale in mbsf.	1.07	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	292.6	9.51	Denticulopsis ovata LO	Diatom event
11.04	34X-2, 138 to 34X-4, 35 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	315.47	0.99	C5n.2n (o)	magnetic reversal boundary
10.775	33X-CC to 34X-CC ; Depth scale in mbsf.	0.195	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	316.12	4.64	Denticulopsis dimorpha s.l. LAO	Diatom event
10.245	33X-CC to 34X-CC ; Depth scale in mbsf.	0.525	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	316.38	4.69	Denticulopsis dimorpha var. areolata LO	Diatom event
10.8	34X-CC to 34X-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	320.92	0.15	Actinomma golowini LO	Radiolarian event
12.5	39X-CC to 40X-CC ; Depth scale in mbsf.	0.04	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	373.49	4.47	Denticulopsis dimorpha s.l. FO	Diatom event
